Review text,teks_bersih
saya kasih 5 bintang langsung. karna menurut saya..apk ini cukup membantu,saya kasih bintang langsung karna menurut sayaapk cukup membantu
customer care sangat gercep rekomendasi e wallet dan ecomerce untuk belanja terbaik,customer care sangat gercep rekomendasi wallet ecomerce untuk belanja terbaik
Keren.. semua jadi Mudah🥰,Keren semua jadi Mudah
menunjang baik,menunjang baik
memudahkan kita dalam hal pembayaran tanpa ribet,memudahkan kita dalam pembayaran tanpa ribet
saya sangat puas dengan shopeepay ini bertransaksi jauh lebih mudah tampah kendala apa pun,saya sangat puas dengan shopeepay bertransaksi jauh lebih mudah tampah kendala
eror dari semalam tidak bisa transfer hingga saat ini. cape bos mana setiap transaksi selalu memakai verif muka. terimakasih ini aplikasi keuangan paling buruk yang saya pakai.,eror dari semalam tidak bisa transfer hingga saat cape mana setiap transaksi selalu memakai verif muka terimakasih aplikasi keuangan paling buruk yang saya pakai
apk ini sangat bagus,sangat bagus
coba aja sendri aplikasinya kalau gak percya penilaian saya😁🙏,coba sendri aplikasinya kalau percya penilaian saya
shopeepay oke,shopeepay
sekarang malah mau isi pulsa aja di persulit ya bos,sekarang malah pulsa persulit
efesien ds smart,efesien smart
Sama saja aplikasi shopepay dgn shopee.ngapain harus dowunlod,Sama saja aplikasi shopepay shopeengapain harus dowunlod
sangat aman,sangat aman
enak sih pakai shope,enak pakai shope
Asli suka... Pkai shopee Skrang ongkir selalu pling murah... Blanja jdi mudah dan smakin menyenangkan buat ibu ibu dirumah sperti saya. ..hanya kadang lelet ku kira saya ..hanya itu saja semoga kedepannya shopee jdi lebih baik,Asli suka Pkai shopee Skrang ongkir selalu pling murah Blanja mudah smakin menyenangkan buat dirumah sperti saya hanya kadang lelet kira saya hanya saja semoga kedepannya shopee lebih baik
Shopeepay plus gak bisa 2 akun 1 KTP,Shopeepay plus bisa akun
pelayanan buruk.,pelayanan buruk
REQUEST KAB. PAMEKASAN MADURA KAK DI ADAIN SHOPEE FOOD SAYA JUGA MAU MAKAANNNNN,REQUEST PAMEKASAN MADURA ADAIN SHOPEE FOOD SAYA JUGA MAKAANNNNN
sip banget,banget
mudah dan gampang untuk bertransaksi pembayaran,mudah gampang untuk bertransaksi pembayaran
baik tingkatkan pelayanan,baik tingkatkan pelayanan
gak bisa bantu pinjaman.,bisa bantu pinjaman
mau minjem di tolak Mulu dah lagi butuh² nya,minjem tolak Mulu lagi butuh²
"angs 12x, sdh byr 11x, sisa 1x telat byr tp nagih ky ngejar org menggelapkan uang, padahal sdh konfirm akan dilunasi ditanggal tertentu, tp msh ngancam akan datangi alamat terdaftar dan konrifm ke pengurus lingkungan setempat, ini tujuannya sdh pencemaran nama baik, dc nya chat wa dgn sangat tidak baik, tidak mengenakan, dalam kontrak pun saya kena denda untuk keterlambatan saya dan saya byr, undang2 indo tidak membenarkan dc spt ini, note : skrg sdh lunas.",angs sisa telat nagih ngejar menggelapkan uang padahal konfirm akan dilunasi ditanggal tertentu ngancam akan datangi alamat terdaftar konrifm pengurus lingkungan setempat tujuannya pencemaran nama baik chat sangat tidak baik tidak mengenakan dalam kontrak saya kena denda untuk keterlambatan saya saya undang2 indo tidak membenarkan note skrg lunas
Saya daftar tapi gak dapet 10k bunus gemana ini,Saya daftar tapi dapet bunus gemana
sangat membantu transfer uang,sangat membantu transfer uang
sangat nyaman,sangat nyaman
pemula jadi masih bingung dan gaptek Karena lansia,pemula jadi masih bingung gaptek Karena lansia
pakai shoope aja jadi mudah berbelanja mantap,pakai shoope jadi mudah berbelanja mantap
sangat membantu dalam hal transaksi dan e-commerce,sangat membantu dalam transaksi ecommerce
saya anggota baru belum punya pengalaman,saya anggota baru belum punya pengalaman
warrrrrbyasahhh,warrrrrbyasahhh
Mengecewakan Transfer dana malah harus nunggu 1 hari. mana uang nya buat biaya RS,Mengecewakan Transfer dana malah harus nunggu hari mana uang buat biaya
coba dulu lagi semoga amanah,coba dulu lagi semoga amanah
proses nya cpat,proses cpat
Bagus...,Bagus
terima kasih ..sangat berguna,terima kasih sangat berguna
belanja bisa kapan ja dimana ja,belanja bisa kapan dimana
mantaft,mantaft
baguss banget luvvv pokonyaa enm klo kmna mna ga ush pusing ada shoope pay,baguss banget luvvv pokonyaa kmna pusing shoope
kak gimana solusinya akun shopeepay di batasi sehingga tidak bisa transfer uang dari saldo shopee pay,gimana solusinya akun shopeepay batasi sehingga tidak bisa transfer uang dari saldo shopee
QR nya kadang bermasalah,kadang bermasalah
sya gak pernah utang spaylater!!! kenapa ada telpon dari spaylater?... sampah.. apakah data saya dipake,pernah utang spaylater kenapa telpon dari spaylater sampah apakah data saya dipake
Senang atas kerjasama nya,Senang atas kerjasama
baru aploud belum dicoba semoga oke,baru aploud belum dicoba semoga
sangat mudah untuk digunakan sebagai alat transaksi,sangat mudah untuk digunakan sebagai alat transaksi
"bagus tetapi saya belum mnyelam lebih dalam ,",bagus tetapi saya belum mnyelam lebih dalam
baik dan memuaskan cuma knp TDK bisa cod,baik memuaskan cuma bisa
apk udah nggak aman tiba tiba saldo habis tolong perbaiki lagi saya ga beli apa apa tiba tiba ada notiv pembayaran google playstore dan saldo langsung hilang gimana ni,udah nggak aman tiba tiba saldo habis tolong perbaiki lagi saya beli tiba tiba notiv pembayaran google playstore saldo langsung hilang gimana
kenapa tidak ada fitur menonaktifkan face id,kenapa tidak fitur menonaktifkan face
mudah cepat simpel,mudah cepat simpel
Mantap mudah di pahami dan praktis,Mantap mudah pahami praktis
sangat bermanfaat untuk usaha,sangat bermanfaat untuk usaha
kasirnya baik,kasirnya baik
"Aman, pengganti uang cash",Aman pengganti uang cash
banyak banyakin promo diskon untuk topup game ya,banyak banyakin promo diskon untuk topup game
wow keren banget,keren banget
"Sy tambahin bintang nya krn br aktif n br bs di Spinjam...sy tambahin star nya/Full star klo udh bs n aktif Spaylater nya update...sy tambahin Bintang nya jd 5 bertahun tahun br di ACC Spinjam & Spaylater..mksh bnyk Shopee Limited Spinjam 9jt + Spaylater 1,5 jt mantap lah...",tambahin bintang aktif Spinjamsy tambahin star nyaFull star aktif Spaylater updatesy tambahin Bintang bertahun tahun Spinjam Spaylatermksh bnyk Shopee Limited Spinjam Spaylater mantap
4 dulu bintang nya,dulu bintang
apk nya bagus buat tf jg bebas admin,bagus buat bebas admin
uang aku tiba-tiba di ambil ini,uang tibatiba ambil
Sangat membantu untuk transaksi 🙏🙏,Sangat membantu untuk transaksi
"waktu mau qris pakai gambar dari penyimpanan perangkat ada bug. susah muncul gambarnya, btw pake hp samsung note 10, gk lambat² amat lah chipsetnya.",waktu qris pakai gambar dari penyimpanan perangkat susah muncul gambarnya pake samsung note lambat² amat chipsetnya
"membantu kebutuhan yg tak terduga. siiippppp.,",membantu kebutuhan terduga siiippppp
Bgus,Bgus
makasih banyak shopee,makasih banyak shopee
nyaman digunakan dan mudah untuk menyimpan uang,nyaman digunakan mudah untuk menyimpan uang
saya senang dan saya makin semangat cari cuan di shopee affliate,saya senang saya makin semangat cari cuan shopee affliate
berguna sekali sukses srlalu,berguna sekali sukses srlalu
nice goodddd,nice goodddd
gampang d pake dan ada dmn mna,gampang pake
dana di kunci gara gara system keamanan,dana kunci gara gara system keamanan
Shopee livenya mengesalkan. Bug,Shopee livenya mengesalkan
"sangat membantu dalam berdagang, transfer uang, dll.. thax Shopee🙏🏻",sangat membantu dalam berdagang transfer uang thax Shopee
bgus aplikasi g ad tambahan biaya admin,bgus aplikasi tambahan biaya admin
sangat bagus anjiiing,sangat bagus anjiiing
"KEMBALIKAN UANG SAYA ga berguna, padahal saya ada saldo di shopeepay tpi ga bisa diambil selalu minta verifikasi data padahal saya udah berkali-kali verifikasi tetap ga bisa",KEMBALIKAN UANG SAYA berguna padahal saya saldo shopeepay bisa diambil selalu minta verifikasi data padahal saya udah berkalikali verifikasi tetap bisa
mantab abis,mantab abis
gara2 spinjam tlt lg sakit dipersulit gk sesuai iklan ny,gara2 spinjam sakit dipersulit sesuai iklan
belum bisa di gunakan,belum bisa gunakan
"tolong saya habis transfer uang dari shopepay ke BCA tapi sampai sekarang statusnyaa masih (sedang proses) sudah lapor ke pihak cs tetap aja belum ada respon, tolongg dong pihak shope segara di tindak lanjuti soalnya saya juga sering pake shopepay. cari uang itu gak gampang!!",tolong saya habis transfer uang dari shopepay tapi sampai sekarang statusnyaa masih sedang proses sudah lapor pihak tetap belum respon tolongg dong pihak shope segara tindak lanjuti soalnya saya juga sering pake shopepay cari uang gampang
aplikasi pembayaran terbaik,aplikasi pembayaran terbaik
oke mantapp,mantapp
bagus mantep jos,bagus mantep
trimakasih kerjasama baiknya,trimakasih kerjasama baiknya
kok transfer estimasi nya kok 1 hari ya...,transfer estimasi hari
aplikasi cacat,aplikasi cacat
"sangat membantu sekali, transaksi bisa lebih mudah menggunakan shopee pay the best🔥🔥🔥",sangat membantu sekali transaksi bisa lebih mudah menggunakan shopee best
"dengan shopee pay belanja lebih mudah dan praktis,",dengan shopee belanja lebih mudah praktis
internet yang murah,internet yang murah
"ga bisa , ini kenapa",bisa kenapa
praktis buat pembayaran shoppe banyak voucer nya....,praktis buat pembayaran shoppe banyak voucer
nyesel bngt dehh maaf maaf hari hari dipake ok aja tapi ga sekali 2 nihh transfer pending ga nyimpen nyimpen uang disini lagi kecewa,nyesel bngt dehh maaf maaf hari hari dipake tapi sekali nihh transfer pending nyimpen nyimpen uang disini lagi kecewa
Mantap Cuy,Mantap
saya topup saldo ke shopeepay niatnya untuk dipakai belanja tetapi akun saya malah dikunci setelah saldo saya di terima shopee dan saya mau tarik lg saldonya tapi di persulit berbelit belit berhari hari gk ada penyelesaian dan gk ada hasil apa,saya topup saldo shopeepay niatnya untuk dipakai belanja tetapi akun saya malah dikunci setelah saldo saya terima shopee saya tarik saldonya tapi persulit berbelit belit berhari hari penyelesaian hasil
transfer ke bank pending sampe 1×24 hapus aja klu ribet kyk gini.,transfer bank pending sampe hapus ribet gini
bagus mudah diginankan,bagus mudah diginankan
lebih mudah untuk di gunakan semua orang,lebih mudah untuk gunakan semua orang
baru di coba kalo bagus nanti ku kasihh full bintang 🌟🌟 nya,baru coba kalo bagus nanti kasihh full bintang
"kalau ada penolakan pencairan dana tidak jelas alasan nya,biarpun itu jadi kebijakan perusahaan",kalau penolakan pencairan dana tidak jelas alasan nyabiarpun jadi kebijakan perusahaan
"aplikasi payah, untuk pembayaran seperti listrik,bpjs dll dipersulit,nyesel download ini aplikasi",aplikasi payah untuk pembayaran seperti listrikbpjs dipersulitnyesel download aplikasi
"ini aplikasi matep. enak dipake, transaksi lancar. nyesel gk instal dari dulu",aplikasi matep enak dipake transaksi lancar nyesel instal dari dulu
GK punya utang lagi di bekukan terus,punya utang lagi bekukan terus
sangat membantu dalam pembayaran,sangat membantu dalam pembayaran
mantap gan,mantap
mantap promo,mantap promo
saldo gantung.. penarikan cuma diproses.. nunggu lebih dr 1x24jam,saldo gantung penarikan cuma diproses nunggu lebih 1x24jam
"kebanyakan yg komen akun beli doang biar dapet rating tinggi di play store. udah beberapa kali pakai Spinjam & tidak pernah telat bayar sampe lunas malah dapat pelayanan buruk,biasa nya cair dalam beberapa jam. sekarang berhari² mau di batalkan tidak bisa.",kebanyakan komen akun beli doang biar dapet rating tinggi play store udah beberapa kali pakai Spinjam tidak pernah telat bayar sampe lunas malah dapat pelayanan burukbiasa cair dalam beberapa sekarang berhari² batalkan tidak bisa
sangat membantu dalam berbelanja kebutuhan sehari2. terima kasih shopeepay👍👍,sangat membantu dalam berbelanja kebutuhan sehari2 terima kasih shopeepay
"ShopeePay sangat mudah di gunakan dan transaksi juga lebih aman dari penipuan, karena bisa di cegah dari pihak shopee. tapi kalau transaksi di luar shopee, itu bukan kesalahan dari pihak shopee...,pokoknya shopee sangat mantappp...dan di percaya...",ShopeePay sangat mudah gunakan transaksi juga lebih aman dari penipuan karena bisa cegah dari pihak shopee tapi kalau transaksi luar shopee bukan kesalahan dari pihak shopeepokoknya shopee sangat mantapppdan percaya
kirim uang tanpa biaya admin ..mantap,kirim uang tanpa biaya admin mantap
Aplikasi Keren,Aplikasi Keren
tempat belanja menyenangkan dengan banyak pilihan metode pembayaran,tempat belanja menyenangkan dengan banyak pilihan metode pembayaran
aplikasi jujur,aplikasi jujur
"Kalian jangan mau pakek aplikasi ini kl ga mau terkendala terus pas topup maupun penarikan, aku lg umroh dan mau narik tunai karna atm bni ku ga bisa jd aku topup ke aplikasi ini rencana mau aku kirim ke bank ku yg satunya tp malah di persulit ga langsung dikirim malah di endapkan tdk langsung dikirim sangat mempersulit saat di negara orang, sdh chat ke cs dan shopee nya langsung tp masih di suruh nunggu 24jam abis itu masih di suruh ss ngisi formulir segala namun uang tetap tidak di proses👎🏻",Kalian jangan pakek aplikasi terkendala terus topup maupun penarikan umroh narik tunai karna bisa topup aplikasi rencana kirim bank satunya malah persulit langsung dikirim malah endapkan langsung dikirim sangat mempersulit saat negara orang chat shopee langsung masih suruh nunggu 24jam abis masih suruh ngisi formulir segala namun uang tetap tidak proses
pelayanan 👍,pelayanan
"lelet, apa mungkin lagi gangguan ya? udah lebih dari 24 jam kirim uang ke bank belum diterima jg. ngubungin cs disuruh nunggu lagi 1 kali 24 jam 🤔😡",lelet mungkin lagi gangguan udah lebih dari kirim uang bank belum diterima ngubungin disuruh nunggu lagi kali
"mudah bgt, bebas admin. jaya terus shopee,, shopeepay",mudah bebas admin jaya terus shopee shopeepay
"shopeepay membantu banget untuk pbayaran apa saja ,, mudah🙏",shopeepay membantu banget untuk pbayaran saja mudah
"pembayaran lebih muda dan murah praktis dan nyaman,",pembayaran lebih muda murah praktis nyaman
ok + keren + praktis + mudah + gampang + aman + lancar + cepat + ekonomis + SIIIP,keren praktis mudah gampang aman lancar cepat ekonomis SIIIP
"ini kenapa sekarang pembayaran metode seabank gak ada ya.padahal enak yg kemarin2 pembayaran metode seabank ada lebih enak,jadi gak boleh balik top up,dari seabank.tolong segera kembalikan metode pembayaran seabanknya min.",kenapa sekarang pembayaran metode seabank yapadahal enak kemarin2 pembayaran metode seabank lebih enakjadi boleh balik updari seabanktolong segera kembalikan metode pembayaran seabanknya
seenaknya potong saldo tanpa konfirmasi jangan download shoppepay kalian,seenaknya potong saldo tanpa konfirmasi jangan download shoppepay kalian
sy sudah WD di apk shopee driver 100 tapi kok ga kluar,sudah shopee driver tapi kluar
bagus untuk di gunakan ner transaksi,bagus untuk gunakan transaksi
"Sangat membantu, thks 👍",Sangat membantu thks
Tidak bisa mengajukan paylater padahal sudah diverifikasi setujui kmaren,Tidak bisa mengajukan paylater padahal sudah diverifikasi setujui kmaren
"wah mantap banget walau limitenya kecil tapi sangat membantu ketika lagi tidak ada uang tunai terimakasih shopeepay, semoga limitenya nambah.",mantap banget walau limitenya kecil tapi sangat membantu ketika lagi tidak uang tunai terimakasih shopeepay semoga limitenya nambah
semangat min walaupun besoknya semangat lagi😁 terimakasih,semangat walaupun besoknya semangat lagi terimakasih
"apaan semalem tranfer dana ke bank lain ga masuk"" sampe sekarang, chat CS lama responnya ga bs dipercaya",apaan semalem tranfer dana bank lain masuk sampe sekarang chat lama responnya dipercaya
Aplikasi yang sangat membantu bangettt. Terima kasih...,Aplikasi yang sangat membantu bangettt Terima kasih
makin di update menu qris malah gak bs digunakan..,makin update menu qris malah digunakan
"Asli berguna keren pooll, tataletak pada keyboard lebih bekerja dgn baik,bebas iklan,bug,ataupun lelet,enak ketika dijalankan & mengakses smua menu2nya. Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,,masukan tuk bagusnya dibenahi segala eror..",Asli berguna keren pooll tataletak pada keyboard lebih bekerja baikbebas iklanbugataupun leletenak ketika dijalankan mengakses smua menu2nya Tapi sayangkan sering ketika dipakai terkadang agak sulit membukanya saat koneksi lagi buruk tidak stabil terkadang loadingnya lambat banget cuma berputarputar saja mungkin cuma yang biasa terjadi apps yang lainlainnya sesuai pengalaman transaksi suksesmasukan bagusnya dibenahi segala eror
