Review text,teks_bersih
"baru ini pertama kali nya ada masalah pakai dana !! bisa tiba tiba gak bisa kirim uang mau melalaui apapun , selalu loading begitu mau membayar .. tlg di bantu supaya lancar seperti biasa nya !!",baru pertama kali masalah pakai dana bisa tiba tiba bisa kirim uang melalaui apapun selalu loading begitu membayar bantu supaya lancar seperti biasa
sangat. bagus,sangat bagus
sngat puas,sngat puas
"aplikasi makin gk jelas mau transaksi gak bisa , mau tanya cs juga gk bisa diakses .",aplikasi makin jelas transaksi bisa tanya juga bisa diakses
tolong buka dana instan belum muncul,tolong buka dana instan belum muncul
cepat dan trima kasih,cepat trima kasih
"makin hari makin ngga jelas,saldo tiba tiba hilang semua,katanya aman mana bukti nya,tolong di perbaikin lagi sistem nya bang biar aman semua,untuk developer nya kalo ada kendala kudu gercep ngatasin permasalahan apa yang sudah terjadi",makin hari makin ngga jelassaldo tiba tiba hilang semuakatanya aman mana bukti nyatolong perbaikin lagi sistem bang biar aman semuauntuk developer kalo kendala kudu gercep ngatasin permasalahan yang sudah terjadi
sangat memudahkan transaksi,sangat memudahkan transaksi
fitur keamanan buruk.. saya kecolongan b,fitur keamanan buruk saya kecolongan
bagus dana slalu maju,bagus dana slalu maju
terimaksih dana sudah memberikan yg terbaik,terimaksih dana sudah memberikan terbaik
mantap dan bermampaat,mantap bermampaat
"saya barusan isi saldo Shopepay pakai aplikasi dana transaksi di apk dana sudah berhasil tapi di Shopeepay belum masuk saldonya, sangat kecewa",saya barusan saldo Shopepay pakai aplikasi dana transaksi dana sudah berhasil tapi Shopeepay belum masuk saldonya sangat kecewa
"kok dana cicil saya belum muncul"" walaupun terbatas biasanya udah keluar tapi ini ga",dana cicil saya belum muncul walaupun terbatas biasanya udah keluar tapi
bagaimana cara aktifkan dana cicil,bagaimana cara aktifkan dana cicil
"Jelek,dulu Dana cicil bisa kepake,sekarang enggak,aneh",Jelekdulu Dana cicil bisa kepakesekarang enggakaneh
sangat membantu 👍👍,sangat membantu
kenapa fiture dana cicil saya tidak muncul,kenapa fiture dana cicil saya tidak muncul
bagus saya suka aman dan mudah untuk kirim uang dan terima uang,bagus saya suka aman mudah untuk kirim uang terima uang
Aplikasi apaIni kok pas udah di apdet malah gak bisaa buat pembayaran padahal ada saldo buat ngirim pun susahh tulisannya konfirmasi pembayaran tp gabisa bisa,Aplikasi apaIni udah apdet malah bisaa buat pembayaran padahal saldo buat ngirim susahh tulisannya konfirmasi pembayaran gabisa bisa
de best,best
ngeleg d pembayaran protection jawaban Diana mohon maaf kami bukan live chat proses hampir 6 jam lebihh lama-lama bikin kecewa pakai aplikadi Dana😥😥😥😥😥 katanya uang adalah waktuuu padahal jaringan stabil mau pake data/ wifi sya hari ini kecewa anjingggg,ngeleg pembayaran protection jawaban Diana mohon maaf kami bukan live chat proses hampir lebihh lamalama bikin kecewa pakai aplikadi Dana katanya uang adalah waktuuu padahal jaringan stabil pake data wifi hari kecewa anjingggg
Hari ini 19 desember 2025 apakah sedang maintenance,Hari desember 2025 apakah sedang maintenance
kenapa tiap mau login akun dana kembali lagi ke menu awal,kenapa tiap login akun dana kembali lagi menu awal
"mohon jangan apa""in saldo",mohon jangan apain saldo
Tolong aktifkan Fitur Dana Cicil saya,Tolong aktifkan Fitur Dana Cicil saya
dana cicil saya ga bisa di aktivasi mohon dibantu,dana cicil saya bisa aktivasi mohon dibantu
terlalu lambat,terlalu lambat
"suka gangguan, transaksi jadi terganggu",suka gangguan transaksi jadi terganggu
scam cashback,scam cashback
ko udh berapa bulan ini perivikasi muks saja selslu gsgsl padahal akun saya sendiri kuka says sendii tpi knpq go bisa verifikei wajah gagal terus tolong di perbaiki atau di update lagi min,berapa bulan perivikasi muks saja selslu gsgsl padahal akun saya sendiri kuka says sendii knpq bisa verifikei wajah gagal terus tolong perbaiki atau update lagi
aplikasi nya lumayan bagus tapi sudah berapa tahun menggunakan aplikasi ini tetep aja gak ada fitur dana cicil nya😂😂,aplikasi lumayan bagus tapi sudah berapa tahun menggunakan aplikasi tetep fitur dana cicil
"saya udah lapor ke diana cus tapi belum ada keputusan yang tepat 1. akun saya didana cicil sering keluar uang sendiri tanpa saya ketahui, saya pribadi tidak pernah membagikan pin, menautkan apapun itu, otp, dll, tapi justru malah diloloskan dan sekarang saya harus membayarnya pribadi pdahal saya udah menghubungi customer tapi sampe skrang belum ada responya 2. saya mau narik uang saya yang ada didana tapi malah ditolak lucu banget deh uang saya disitu masih ada 50k",saya udah lapor diana tapi belum keputusan yang tepat akun saya didana cicil sering keluar uang sendiri tanpa saya ketahui saya pribadi tidak pernah membagikan menautkan apapun tapi justru malah diloloskan sekarang saya harus membayarnya pribadi pdahal saya udah menghubungi customer tapi sampe skrang belum responya saya narik uang saya yang didana tapi malah ditolak lucu banget uang saya disitu masih
"APA GUNANYA FITUR DANA CICIL KLO TIDAK BISA DI GUNAKAN????????? KOCAK BNGT INI APLIKASI, MENDING PAKE APLIKASI SEBELAH, MUDAH PRAKTIS GA RIBET",GUNANYA FITUR DANA CICIL TIDAK BISA GUNAKAN KOCAK BNGT APLIKASI MENDING PAKE APLIKASI SEBELAH MUDAH PRAKTIS RIBET
bagus...mantap👍👍,bagusmantap
krennnn,krennnn
"tolong jika SIM-card hangus apa bisa login dengan hanya verifikasi muka tolong respon, kenapa skg harus kirim kode otp, apa tidak pasword dan verifikasi muka",tolong jika SIMcard hangus bisa login dengan hanya verifikasi muka tolong respon kenapa harus kirim kode tidak pasword verifikasi muka
"mau laporan ketidaknyamanan aplikasi ke diana malah tanggapannya malah buat lebih gak enak, udh ngejelasin susah payah gada tanggapan sama skli",laporan ketidaknyamanan aplikasi diana malah tanggapannya malah buat lebih enak ngejelasin susah payah gada tanggapan sama skli
menarik & istimewah,menarik istimewah
Bug saat membayar,saat membayar
sangat membantu dalam keadaan darurat,sangat membantu dalam keadaan darurat
ini dana gimana gangguan apa kaya apa masa dr tadi sore MW TF kaga bisa Mulu sih .. tolong lah perbaikan ny lah,dana gimana gangguan kaya masa tadi sore kaga bisa Mulu tolong perbaikan
status Kenda terus??,status Kenda terus
"mempermudah pembayaran, sangat mudah digunakan,dan sangat membantu",mempermudah pembayaran sangat mudah digunakandan sangat membantu
sangat membantu dan memper mudah,sangat membantu memper mudah
"isi saldo di conter bayar 3rebu setelah itu.. ada notif ISI SALDOMU DIKENAKAN BIAYA Rp1500... halahh emosi gw lama""...",saldo conter bayar 3rebu setelah notif SALDOMU DIKENAKAN BIAYA Rp1500 halahh emosi lama
baaik,baaik
bagus sekli,bagus sekli
aplikasi dana emng sangat di perlukan 👍,aplikasi dana emng sangat perlukan
parahhh scan barcode skrg lemot mentang mentang gratis,parahhh scan barcode skrg lemot mentang mentang gratis
makin kesini susah .ingin memindahkan ktp ke akun non premium lama bener ngurusin nya,makin kesini susah ingin memindahkan akun premium lama bener ngurusin
dana cicil tidak dapat di gunakan,dana cicil tidak dapat gunakan
Lumayan bagus,Lumayan bagus
"sangat"" membantu buanget",sangat membantu buanget
"ini kenapa setelah update tiap saya mau transfer selalu pending dan akhir nya sampai ga bisa transfer,di saya ga ada gangguan sinyal,sinyal sangat baik,sebelum update baik-baik aja,tapi kenapa setelah update malah jadi tiap mau transfer pending.",kenapa setelah update tiap saya transfer selalu pending akhir sampai bisa transferdi saya gangguan sinyalsinyal sangat baiksebelum update baikbaik ajatapi kenapa setelah update malah jadi tiap transfer pending
😎,
tidak di sarankan pakai aplikasi dana untuk penipuan tidak ada tanggungjawab dari aplikasi,tidak sarankan pakai aplikasi dana untuk penipuan tidak tanggungjawab dari aplikasi
mantap sekali menggunakan aplikasi dana,mantap sekali menggunakan aplikasi dana
kenapa setelah ganti nomor malah GK bisa masuk ... tolong beri penjelasan yg dapat d mengerti... bukan mlh bagus aplikasinya mlh makin merosot...,kenapa setelah ganti nomor malah bisa masuk tolong beri penjelasan dapat mengerti bukan bagus aplikasinya makin merosot
"kenapa akun saya tiba-tiba tidak bisa transaksi, transaksi ditolak dengan alasan keamanan? itu uang milik saya mau saya gunakan untuk kebutuhan hidup saya, kenapa pihak dana malah menahan uang saya? apa haknya?",kenapa akun saya tibatiba tidak bisa transaksi transaksi ditolak dengan alasan keamanan uang milik saya saya gunakan untuk kebutuhan hidup saya kenapa pihak dana malah menahan uang saya haknya
"gk kira"" biaya admin atau cetak emasnya, giliran naik harga jual gk ikut naik kecewa ah, udh mana sering kalau isi etoll gagal dan saldo hilang. ngehubungi cs sudah berhasil orang aktualnya belum tetep aja bilangnya udh berhasil. makin kaya deh ya",kira biaya admin atau cetak emasnya giliran naik harga jual ikut naik kecewa mana sering kalau etoll gagal saldo hilang ngehubungi sudah berhasil orang aktualnya belum tetep bilangnya berhasil makin kaya
Ok bintang yg nilai,bintang nilai
kenapa dana cicil saya tidak bisa di aktivasi padahal muncul fitur dana cicilnya tapi kalo di buka hanya layar putih saja.dan tidak bisa di klik tombol aktivasi,kenapa dana cicil saya tidak bisa aktivasi padahal muncul fitur dana cicilnya tapi kalo buka hanya layar putih sajadan tidak bisa klik tombol aktivasi
"apk berkedok maling masa saldo tiba"" hilang begitu aja",berkedok maling masa saldo tiba hilang begitu
"aplikasi dana ini memang bagus, tetapi ko sering banget suruh login ulang ya? vermuk terus, padahal baru aja vermuk berapa lamanya harus vermuk lagi. ini emng kaya gitu atau gimana ya ka?",aplikasi dana memang bagus tetapi sering banget suruh login ulang vermuk terus padahal baru vermuk berapa lamanya harus vermuk lagi emng kaya gitu atau gimana
fitur tersedia tidak bisa aktivasi dana,fitur tersedia tidak bisa aktivasi dana
"apk mudah di pakai,tp knp setiap hbs update slalu ad kendala,",mudah pakaitp setiap update slalu kendala
mantaplah,mantaplah
uang nyangkut gak bisa d ambil selalu proses berbulan bulan,uang nyangkut bisa ambil selalu proses berbulan bulan
top markotop👍👍👍,markotop
sangat bermanpaat,sangat bermanpaat
sangat bagus dan terpercaya,sangat bagus terpercaya
keren sih sejauh ini selama pakai,keren sejauh selama pakai
dompet digital yang bagus bs buat transfer pembayaran menggunakan Qris,dompet digital yang bagus buat transfer pembayaran menggunakan Qris
dana udah berkurang tapi tidak masuk ke shope :( mana tgl tua lagi 😭,dana udah berkurang tapi tidak masuk shope mana lagi
sang at bagus,sang bagus
simple Banget digunakan,simple Banget digunakan
membutuhkan trimakasih,membutuhkan trimakasih
saya menyukai apekasi dana bisa menyimpan uang di sini 📱🤲🤲,saya menyukai apekasi dana bisa menyimpan uang sini
Josjis mayan buat ngejebeha,Josjis mayan buat ngejebeha
"kecewa berat, bintang⭐",kecewa berat bintang
fiktur dana cicil blom muncul,fiktur dana cicil blom muncul
selalu aman dan tetap semangat,selalu aman tetap semangat
memudahkan segala transaksi,memudahkan segala transaksi
cair,cair
Sangat mudah di akses,Sangat mudah akses
DANA payah sekarang ada OTP segala,DANA payah sekarang segala
"Saya transfer pake dana, tapi gak masuk ke sistem. itu uang buat dipake kuliah adik saya. transfer bukan nominal ratusan ribu tapi jutaan. laporan juga blm ada tanggapan atau kejelasan sampe sekarang",Saya transfer pake dana tapi masuk sistem uang buat dipake kuliah adik saya transfer bukan nominal ratusan ribu tapi jutaan laporan juga tanggapan atau kejelasan sampe sekarang
kenapa sudah di updated dan hapus cache kok ndak bisa Di buka ya. mohon penjelasan nya,kenapa sudah updated hapus cache ndak bisa buka mohon penjelasan
mohon munculkan fitur dana cicil saya,mohon munculkan fitur dana cicil saya
tdk stabil jaringan masuk di dana,stabil jaringan masuk dana
mudah dan cpt,mudah
aplikasi dana memang sangat membantu,aplikasi dana memang sangat membantu
"Fitur dana cicil saya kenapa belum ada ya, pdahal udah premium",Fitur dana cicil saya kenapa belum pdahal udah premium
fitur dana cicil fiturnya ngak jelas Cok peleh kaseh ngak dapat dapat notifikasih Cok dancok,fitur dana cicil fiturnya ngak jelas peleh kaseh ngak dapat dapat notifikasih dancok
Kenapa ya buat kirim uang tidak Bisa selalu konfirmasi Pembayaran s sedang kan wifi aktif... Jadi susah untuk transaksi,Kenapa buat kirim uang tidak Bisa selalu konfirmasi Pembayaran sedang wifi aktif Jadi susah untuk transaksi
saya kasih bikang satu karena saya mau ngirim uang ke rekening bank gk bisa tolong di perbaiki lagi,saya kasih bikang satu karena saya ngirim uang rekening bank bisa tolong perbaiki lagi
akun dana saya gk bisa di bukah kaksk,akun dana saya bisa bukah kaksk
ko dana saya tidak bisa ya,dana saya tidak bisa
min kenapa kalo ada yang tranfer lewat bang lain malah saldo kita yang dipotong,kenapa kalo yang tranfer lewat bang lain malah saldo kita yang dipotong
"DANA GA JELAS KOCAK, SUKA NILEP UANG TIBA TIBA, SAMPAHHHH",DANA JELAS KOCAK SUKA NILEP UANG TIBA TIBA SAMPAHHHH
"bisa bisa nya duit ku hilang di dlm, pdh g ada melakukan transaksi",bisa bisa duit hilang melakukan transaksi
saya suka pake dana,saya suka pake dana
mantap aman,mantap aman
"Dana cicil nya udah muncul, tapi belum aktif, kenapa ya?? padahal udah premium akun dana nya",Dana cicil udah muncul tapi belum aktif kenapa padahal udah premium akun dana
"semakin susah mau hub customer carenya , ketika ada problem hanya bisa melalui email yang prosesnya lama",semakin susah customer carenya ketika problem hanya bisa melalui email yang prosesnya lama
"langganan ku buat TF kmanapun .. transaksi lebih mudah dengan dana , apalagi slalu dapat gratis biaya TF kmanapun 😊👍",langganan buat kmanapun transaksi lebih mudah dengan dana apalagi slalu dapat gratis biaya kmanapun
lumayan bisa investasi pakai fitur eMAS. aplikasi e-wallet yg tidak verifikasi KTP,lumayan bisa investasi pakai fitur eMAS aplikasi ewallet tidak verifikasi
Lanjutkan💪,Lanjutkan
bagus dan sangat membantu,bagus sangat membantu
kondirmasi pembayaran eror,kondirmasi pembayaran eror
okeee bagus,okeee bagus
sangat membantu sekali aplikasi ini,sangat membantu sekali aplikasi
payah sekali tidak ada jalan keluar dri dana.. saya tidak bisa login trkndala no hp hilang tpi tidak ada tnggapan sama sekali👎,payah sekali tidak jalan keluar dana saya tidak bisa login trkndala hilang tidak tnggapan sama sekali
goodd,goodd
Kenapa aplikasi dana saya tidak bisa konfirmasi pembayaran tolong dong di bantu pihak developer nya,Kenapa aplikasi dana saya tidak bisa konfirmasi pembayaran tolong dong bantu pihak developer
knp fitur dana instan belum aktif padahal saya selalu ber transakti pakai dana,fitur dana instan belum aktif padahal saya selalu transakti pakai dana
"transaksi topup e-wallet gopay, transaksi gagal, saldo terpotong, transaksi tidak tercatat di riwayat sudah laporan ke Diana tapi tidak bisa diproses, karena bukan manusia yang jawab",transaksi topup ewallet gopay transaksi gagal saldo terpotong transaksi tidak tercatat riwayat sudah laporan Diana tapi tidak bisa diproses karena bukan manusia yang jawab
Good TF/WD tanpa admin dan aman demen,Good TFWD tanpa admin aman demen
"saya gak bisa transaksi pembayaran, mengambil dan mengirim gak bisa, sistem loading terus terusan, saya biarkan 1 20 menit tetap loading . tolong akun saya diperbaiki.. karena sebagai pengguna apk DANA saya tidak nyaman masalah ini... TOLONG PERBAIKI SEGERA..",saya bisa transaksi pembayaran mengambil mengirim bisa sistem loading terus terusan saya biarkan menit tetap loading tolong akun saya diperbaiki karena sebagai pengguna DANA saya tidak nyaman masalah TOLONG PERBAIKI SEGERA
Lanjaut,Lanjaut
"kenapa dana nya di loh setelah beberapa minggu gak di pakai malah di suruh update versi terbaru, padahal udah full upgred",kenapa dana setelah beberapa minggu pakai malah suruh update versi terbaru padahal udah full upgred
waw,
"gila sekelas apk dana data bisa di,,, saldo kosong blong tanpa tersisa dan. pihak dana gk tau. menau alias tidak bertanggung jawab,,, buktinya data sampai ke bobolan",gila sekelas dana data bisa saldo kosong blong tanpa tersisa pihak dana menau alias tidak bertanggung jawab buktinya data sampai bobolan
pakai dana sangat memudahkan untuk konsumen,pakai dana sangat memudahkan untuk konsumen
