full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
@zakiberkata Dulu ketika gunung Krakatau meletus itu efek gempa Megathrust apa gak ya min?,zakiberkata dulu ketika gunung krakatau meletus efek gempa megathrust,zakiberkata dulu ketika gunung krakatau meletus efek gempa megathrust,"['zakiberkata', 'dulu', 'ketika', 'gunung', 'krakatau', 'meletus', 'efek', 'gempa', 'megathrust']","['zakiberkata', 'gunung', 'krakatau', 'meletus', 'efek', 'gempa', 'megathrust']",zakiberkata gunung krakatau letus efek,3,positive
Gara2 Megathrust kemaren ini gunung jd bangun dari tidur panjangnya. Wow. ,gara megathrust kemaren gunung bangun dari tidur panjangnya,gara megathrust kemarin gunung bangun dari tidur panjangnya,"['gara', 'megathrust', 'kemarin', 'gunung', 'bangun', 'dari', 'tidur', 'panjangnya']","['gara', 'megathrust', 'kemarin', 'gunung', 'bangun', 'tidur', 'panjangnya']",gara kemarin gunung bangun tidur panjang,1,positive
Zona Megathrust di Indonesia Lebih Mengkhawatirkan Dibanding Kamchatka Rusia https://t.co/u5qyXyAEJB,zona megathrust indonesia lebih mengkhawatirkan dibanding kamchatka rusia tcouqyxyaejb,zona megathrust indonesia lebih mengkhawatirkan dibanding kamchatka rusia tcouqyxyaejb,"['zona', 'megathrust', 'indonesia', 'lebih', 'mengkhawatirkan', 'dibanding', 'kamchatka', 'rusia', 'tcouqyxyaejb']","['zona', 'megathrust', 'indonesia', 'mengkhawatirkan', 'dibanding', 'kamchatka', 'rusia', 'tcouqyxyaejb']",zona khawatir banding kamchatka rusia tcouqyxyaejb,4,positive
Lagi.. dan lagi gempa kuat hingga Megathrust mampu bangunkan gunung api dorman. https://t.co/1NujxX4Wp2,lagi lagi gempa kuat hingga megathrust mampu bangunkan gunung dorman tconujxxwp,lagi lagi gempa kuat hingga megathrust mampu bangunkan gunung dorman tconujxxwp,"['lagi', 'lagi', 'gempa', 'kuat', 'hingga', 'megathrust', 'mampu', 'bangunkan', 'gunung', 'dorman', 'tconujxxwp']","['gempa', 'kuat', 'megathrust', 'bangunkan', 'gunung', 'dorman', 'tconujxxwp']",kuat bangun gunung dorman tconujxxwp,6,positive
BMKG Sebut Gempa Megathrust RI Hanya Tunggu Waktu Cek Zona Merahnya https://t.co/KehbO71q9A,bmkg sebut gempa megathrust hanya tunggu waktu zona merahnya tcokehboqa,bmkg sebut gempa megathrust hanya tunggu waktu zona merahnya tcokehboqa,"['bmkg', 'sebut', 'gempa', 'megathrust', 'hanya', 'tunggu', 'waktu', 'zona', 'merahnya', 'tcokehboqa']","['bmkg', 'gempa', 'megathrust', 'tunggu', 'zona', 'merahnya', 'tcokehboqa']",bmkg tunggu zona merah tcokehboqa,9,positive
duhhh ngeri euyyy semoga ppatk bisa membekukan seismic gap megathrust! https://t.co/LAjEBrw61a,duhhh ngeri euyyy semoga ppatk bisa membekukan seismic megathrust tcolajebrwa,duh ngeri euyyy semoga ppatk bisa membekukan seismic megathrust tcolajebrwa,"['duh', 'ngeri', 'euyyy', 'semoga', 'ppatk', 'bisa', 'membekukan', 'seismic', 'megathrust', 'tcolajebrwa']","['duh', 'ngeri', 'euyyy', 'semoga', 'ppatk', 'membekukan', 'seismic', 'megathrust', 'tcolajebrwa']",duh ngeri euyyy moga ppatk beku seismic tcolajebrwa,-7,negative
Seismic Gap Megathrust Banten &amp; Selat Sunda berusia 267 thn krn gempa megathrust yg memicu tsunami terakhir 1957 dan zona Seismic Gap Mentawai-Siberut berusia 227 thn krn gemba megathrust yg memicu tsunami terakhir 1797. Kedua Seismic Gap ini usianya &gt; 200 thn blm rilis energi. https://t.co/TMd0f8dCh4,seismic megathrust banten selat sunda berusia gempa megathrust memicu tsunami terakhir  zona seismic mentawaisiberut berusia gemba megathrust memicu tsunami terakhir  kedua seismic usianya rilis energi tcotmdfdch,seismic megathrust banten selat sunda berusia gempa megathrust memicu tsunami terakhir zona seismic mentawaisiberut berusia gemba megathrust memicu tsunami terakhir kedua seismic usianya rilis energi tcotmdfdch,"['seismic', 'megathrust', 'banten', 'selat', 'sunda', 'berusia', 'gempa', 'megathrust', 'memicu', 'tsunami', 'terakhir', 'zona', 'seismic', 'mentawaisiberut', 'berusia', 'gemba', 'megathrust', 'memicu', 'tsunami', 'terakhir', 'kedua', 'seismic', 'usianya', 'rilis', 'energi', 'tcotmdfdch']","['seismic', 'megathrust', 'banten', 'selat', 'sunda', 'berusia', 'gempa', 'megathrust', 'memicu', 'tsunami', 'zona', 'seismic', 'mentawaisiberut', 'berusia', 'gemba', 'megathrust', 'memicu', 'tsunami', 'seismic', 'usianya', 'rilis', 'energi', 'tcotmdfdch']",seismic banten selat sunda usia picu zona seismic mentawaisiberut usia gemba picu seismic usia rilis energi tcotmdfdch,10,positive
Gempa megathrust membangkitkan tsunami dgn cara mengangkat dasar laut &amp; air laut yang kemudian mengalirkan ke segala arah. Tsunami mrpkn berpindahnya massa air laut yg dapat mencapai daratan dlm berbagai variasi waktu tergantung sumbernya. Tsunami pertama blm tentu yg terbesar.,gempa megathrust membangkitkan tsunami cara mengangkat dasar laut laut yang kemudian mengalirkan segala arah tsunami mrpkn berpindahnya massa laut dapat mencapai daratan berbagai variasi waktu tergantung sumbernya tsunami pertama tentu terbesar,gempa megathrust membangkitkan tsunami cara mengangkat dasar laut laut yang kemudian mengalirkan segala arah tsunami mrpkn berpindahnya massa laut dapat mencapai daratan berbagai variasi waktu tergantung sumbernya tsunami pertama tentu terbesar,"['gempa', 'megathrust', 'membangkitkan', 'tsunami', 'cara', 'mengangkat', 'dasar', 'laut', 'laut', 'yang', 'kemudian', 'mengalirkan', 'segala', 'arah', 'tsunami', 'mrpkn', 'berpindahnya', 'massa', 'laut', 'dapat', 'mencapai', 'daratan', 'berbagai', 'variasi', 'waktu', 'tergantung', 'sumbernya', 'tsunami', 'pertama', 'tentu', 'terbesar']","['gempa', 'megathrust', 'membangkitkan', 'tsunami', 'mengangkat', 'dasar', 'laut', 'laut', 'mengalirkan', 'arah', 'tsunami', 'mrpkn', 'berpindahnya', 'massa', 'laut', 'mencapai', 'daratan', 'variasi', 'tergantung', 'sumbernya', 'tsunami', 'terbesar']",bangkit angkat dasar laut laut alir arah mrpkn pindah massa laut capai darat variasi gantung sumber besar,17,positive
Ini anime ngasih tau gmn keadaan klo megathrust beneran terjadi ngeri ma bro dah kek film 2011 https://t.co/qIpqI9gNV7,anime ngasih keadaan megathrust beneran terjadi ngeri film  tcoqipqignv,anime mengasih keadaan megathrust benaran terjadi ngeri film tcoqipqignv,"['anime', 'mengasih', 'keadaan', 'megathrust', 'benaran', 'terjadi', 'ngeri', 'film', 'tcoqipqignv']","['anime', 'mengasih', 'megathrust', 'benaran', 'ngeri', 'film', 'tcoqipqignv']",anime asih benar ngeri film tcoqipqignv,1,positive
@susipudjiastuti Marilah kita tunggu megathrust mengadili para pengkhianat bangsa jika trust dari rakyat tak kunjung tiba.,susipudjiastuti marilah kita tunggu megathrust mengadili para pengkhianat bangsa jika trust dari rakyat kunjung tiba,susipudjiastuti marilah kita tunggu megathrust mengadili para pengkhianat bangsa jika trust dari rakyat kunjung tiba,"['susipudjiastuti', 'marilah', 'kita', 'tunggu', 'megathrust', 'mengadili', 'para', 'pengkhianat', 'bangsa', 'jika', 'trust', 'dari', 'rakyat', 'kunjung', 'tiba']","['susipudjiastuti', 'marilah', 'tunggu', 'megathrust', 'mengadili', 'pengkhianat', 'bangsa', 'trust', 'rakyat', 'kunjung']",susipudjiastuti mari tunggu adil khianat bangsa trust rakyat kunjung,8,positive
@ARSIPAJA Semoga azab segera turun ke indonesia semoga megathrust melanda indonesia segera,arsipaja semoga azab segera turun indonesia semoga megathrust melanda indonesia segera,arsipaja semoga azab segera turun indonesia semoga megathrust melanda indonesia segera,"['arsipaja', 'semoga', 'azab', 'segera', 'turun', 'indonesia', 'semoga', 'megathrust', 'melanda', 'indonesia', 'segera']","['arsipaja', 'semoga', 'azab', 'turun', 'indonesia', 'semoga', 'megathrust', 'melanda', 'indonesia']",arsipaja moga azab turun moga landa,-2,negative
@IkkoHaidar jujur.. kampung ku yg di wilayah megathrust... langsung ke trigger sih... aku juga yakin pasti orang lain yg tinggal di wilayah rawan bencana juga ga suka dengan perkataan2 doain bencana.... karena mereka udha tau dampaknya dan itu ga enak,ikkohaidar jujur kampung wilayah megathrust langsung trigger juga yakin pasti orang lain tinggal wilayah rawan bencana juga suka dengan perkataan doain bencana karena mereka udha dampaknya enak,ikkohaidar jujur kampung wilayah megathrust langsung trigger juga yakin pasti orang lain tinggal wilayah rawan bencana juga suka dengan perkataan doain bencana karena mereka udha dampaknya enak,"['ikkohaidar', 'jujur', 'kampung', 'wilayah', 'megathrust', 'langsung', 'trigger', 'juga', 'yakin', 'pasti', 'orang', 'lain', 'tinggal', 'wilayah', 'rawan', 'bencana', 'juga', 'suka', 'dengan', 'perkataan', 'doain', 'bencana', 'karena', 'mereka', 'udha', 'dampaknya', 'enak']","['ikkohaidar', 'jujur', 'kampung', 'wilayah', 'megathrust', 'langsung', 'trigger', 'orang', 'tinggal', 'wilayah', 'rawan', 'bencana', 'suka', 'perkataan', 'doain', 'bencana', 'udha', 'dampaknya', 'enak']",ikkohaidar jujur kampung wilayah langsung trigger orang tinggal wilayah rawan bencana suka kata doain bencana udha dampak enak,-1,negative
Usai gempa megathrust Gunung Klyuchevskov meletus dahsyat. Lava mengalir deras abu membumbung tinggi dan suara letusan terdengar hingga puluhan kilometer jauhnya.,usai gempa megathrust gunung klyuchevskov meletus dahsyat lava mengalir deras membumbung tinggi suara letusan terdengar hingga puluhan kilometer jauhnya,usai gempa megathrust gunung klyuchevskov meletus dahsyat lava mengalir deras membumbung tinggi suara letusan terdengar hingga puluhan kilometer jauhnya,"['usai', 'gempa', 'megathrust', 'gunung', 'klyuchevskov', 'meletus', 'dahsyat', 'lava', 'mengalir', 'deras', 'membumbung', 'tinggi', 'suara', 'letusan', 'terdengar', 'hingga', 'puluhan', 'kilometer', 'jauhnya']","['gempa', 'megathrust', 'gunung', 'klyuchevskov', 'meletus', 'dahsyat', 'lava', 'mengalir', 'deras', 'membumbung', 'suara', 'letusan', 'terdengar', 'puluhan', 'kilometer', 'jauhnya']",gunung klyuchevskov letus dahsyat lava alir deras bumbung suara letus dengar puluh kilometer jauh,3,positive
(30/07) Gunung berapi aktif di Rusia Gunung Klyuchevskoy meletus besar setelah gempa megathrust sebesar M8.8. Dampaknya? Terasa lintas benua. Wati udah rangkum semuanya untuk KawanWH!, gunung berapi aktif rusia gunung klyuchevskoy meletus besar setelah gempa megathrust sebesar dampaknya terasa lintas benua wati udah rangkum semuanya untuk kawanwh,gunung berapi aktif rusia gunung klyuchevskoy meletus besar setelah gempa megathrust sebesar dampaknya terasa lintas benua wati sudah rangkum semuanya untuk kawanwh,"['gunung', 'berapi', 'aktif', 'rusia', 'gunung', 'klyuchevskoy', 'meletus', 'besar', 'setelah', 'gempa', 'megathrust', 'sebesar', 'dampaknya', 'terasa', 'lintas', 'benua', 'wati', 'sudah', 'rangkum', 'semuanya', 'untuk', 'kawanwh']","['gunung', 'berapi', 'aktif', 'rusia', 'gunung', 'klyuchevskoy', 'meletus', 'gempa', 'megathrust', 'dampaknya', 'lintas', 'benua', 'wati', 'rangkum', 'kawanwh']",gunung rap aktif rusia gunung klyuchevskoy letus dampak lintas benua wati rangkum kawanwh,-1,negative
@zakiberkata syukurlah tinggal nunggu datang nya bencana megathrust. aaamiiin,zakiberkata syukurlah tinggal nunggu datang bencana megathrust aaamiiin,zakiberkata syukurlah tinggal menunggu datang bencana megathrust amin,"['zakiberkata', 'syukurlah', 'tinggal', 'menunggu', 'datang', 'bencana', 'megathrust', 'amin']","['zakiberkata', 'syukurlah', 'tinggal', 'menunggu', 'bencana', 'megathrust', 'amin']",zakiberkata syukur tinggal tunggu bencana amin,5,positive
emang pantek asli megathrust datang aja lah njing. muak gw,emang pantek asli megathrust datang njing muak,memang pantek asli megathrust datang njing muak,"['memang', 'pantek', 'asli', 'megathrust', 'datang', 'njing', 'muak']","['pantek', 'asli', 'megathrust', 'njing', 'muak']",pantek asli njing muak,-3,negative
 Gempa 8 7 M Rusia RI Waspada Megathrust! Tsunami Jayapura 1 3 meter akibat gempa Rusia! Indonesia perlu waspadai potensi gempa megathrust 8 8 M. Mitigasi bencana &amp; kesiapsiagaan harus ditingkatkan. #SiagaBencana,gempa rusia waspada megathrust tsunami jayapura meter akibat gempa rusia indonesia perlu waspadai potensi gempa megathrust mitigasi bencana kesiapsiagaan harus ditingkatkan siagabencana,gempa rusia waspada megathrust tsunami jayapura meter akibat gempa rusia indonesia perlu waspadai potensi gempa megathrust mitigasi bencana kesiapsiagaan harus ditingkatkan siagabencana,"['gempa', 'rusia', 'waspada', 'megathrust', 'tsunami', 'jayapura', 'meter', 'akibat', 'gempa', 'rusia', 'indonesia', 'perlu', 'waspadai', 'potensi', 'gempa', 'megathrust', 'mitigasi', 'bencana', 'kesiapsiagaan', 'harus', 'ditingkatkan', 'siagabencana']","['gempa', 'rusia', 'waspada', 'megathrust', 'tsunami', 'jayapura', 'meter', 'akibat', 'gempa', 'rusia', 'indonesia', 'waspadai', 'potensi', 'gempa', 'megathrust', 'mitigasi', 'bencana', 'kesiapsiagaan', 'ditingkatkan', 'siagabencana']",rusia waspada jayapura meter akibat rusia waspada potensi mitigasi bencana kesiapsiagaan tingkat siagabencana,18,positive
@Qutu_Qupret @jejakvirall_ Ya tsunami ini disebabkan oleh gempa bumi magnitudo 8.8 di lepas pantai Semenanjung Kamchatka Rusia pada 30 Juli 2025. Gempa megathrust ini memicu gelombang tsunami hingga 6 m di Rusia dan mencapai pantai jauh seperti Jepang Hawaii serta pantai barat AS menurut data USGS,qutuqupret jejakvirall tsunami disebabkan oleh gempa bumi magnitudo lepas pantai semenanjung kamchatka rusia pada juli  gempa megathrust memicu gelombang tsunami hingga rusia mencapai pantai jauh seperti jepang hawaii serta pantai barat menurut data usgs,qutuqupret jejakvirall tsunami disebabkan oleh gempa bumi magnitudo lepas pantai semenanjung kamchatka rusia pada juli gempa megathrust memicu gelombang tsunami hingga rusia mencapai pantai jauh seperti jepang hawaii serta pantai barat menurut data usgs,"['qutuqupret', 'jejakvirall', 'tsunami', 'disebabkan', 'oleh', 'gempa', 'bumi', 'magnitudo', 'lepas', 'pantai', 'semenanjung', 'kamchatka', 'rusia', 'pada', 'juli', 'gempa', 'megathrust', 'memicu', 'gelombang', 'tsunami', 'hingga', 'rusia', 'mencapai', 'pantai', 'jauh', 'seperti', 'jepang', 'hawaii', 'serta', 'pantai', 'barat', 'menurut', 'data', 'usgs']","['qutuqupret', 'jejakvirall', 'tsunami', 'disebabkan', 'gempa', 'bumi', 'magnitudo', 'lepas', 'pantai', 'semenanjung', 'kamchatka', 'rusia', 'juli', 'gempa', 'megathrust', 'memicu', 'gelombang', 'tsunami', 'rusia', 'mencapai', 'pantai', 'jepang', 'hawaii', 'pantai', 'barat', 'data', 'usgs']",qutuqupret jejakvirall sebab bumi magnitudo lepas pantai semenanjung kamchatka rusia juli picu gelombang rusia capai pantai jepang hawaii pantai barat data usgs,13,positive
Peringatan dini tsunami akibat Gempa Kamchatka M8 7 berakhir. Tsunami yg terjadi ternyata lebih rendah dari yg dikhawatirkan. Pasifik masih tetap rawan gempa &amp; tsunami sbg ancaman permanen krn berada di Cincin Api tempat bersemam sumber gempa Megathrust sarang gempa dahsyat. https://t.co/qLlwCT05sS,peringatan dini tsunami akibat gempa kamchatka berakhir tsunami terjadi ternyata lebih rendah dari dikhawatirkan pasifik masih tetap rawan gempa tsunami ancaman permanen berada cincin tempat bersemam sumber gempa megathrust sarang gempa dahsyat tcoqllwctss,peringatan dini tsunami akibat gempa kamchatka berakhir tsunami terjadi ternyata lebih rendah dari dikhawatirkan pasifik masih tetap rawan gempa tsunami ancaman permanen berada cincin tempat bersemam sumber gempa megathrust sarang gempa dahsyat tcoqllwctss,"['peringatan', 'dini', 'tsunami', 'akibat', 'gempa', 'kamchatka', 'berakhir', 'tsunami', 'terjadi', 'ternyata', 'lebih', 'rendah', 'dari', 'dikhawatirkan', 'pasifik', 'masih', 'tetap', 'rawan', 'gempa', 'tsunami', 'ancaman', 'permanen', 'berada', 'cincin', 'tempat', 'bersemam', 'sumber', 'gempa', 'megathrust', 'sarang', 'gempa', 'dahsyat', 'tcoqllwctss']","['peringatan', 'tsunami', 'akibat', 'gempa', 'kamchatka', 'tsunami', 'rendah', 'dikhawatirkan', 'pasifik', 'rawan', 'gempa', 'tsunami', 'ancaman', 'permanen', 'cincin', 'bersemam', 'sumber', 'gempa', 'megathrust', 'sarang', 'gempa', 'dahsyat', 'tcoqllwctss']",ingat akibat kamchatka rendah khawatir pasifik rawan ancam permanen cincin mam sumber sarang dahsyat tcoqllwctss,6,positive
Indonesia rawan terjangan tsunami jauh krn: (1) Letak strategis yg berhadapan dgn samudra luas bnyk terdapat sumber gempa dahsyat khususnya subduksi megathrust aktif bawah laut dan karakter Tsunami yg dpt menjalar hingga ribuan kilometer terutama jk tdk terhalang daratan besar. https://t.co/WTskRE1TqA,indonesia rawan terjangan tsunami jauh letak strategis berhadapan samudra luas bnyk terdapat sumber gempa dahsyat khususnya subduksi megathrust aktif bawah laut karakter tsunami menjalar hingga ribuan kilometer terutama terhalang daratan besar tcowtskretqa,indonesia rawan terjangan tsunami jauh letak strategis berhadapan samudra luas banyak terdapat sumber gempa dahsyat khususnya subduksi megathrust aktif bawah laut karakter tsunami menjalar hingga ribuan kilometer terutama terhalang daratan besar tcowtskretqa,"['indonesia', 'rawan', 'terjangan', 'tsunami', 'jauh', 'letak', 'strategis', 'berhadapan', 'samudra', 'luas', 'banyak', 'terdapat', 'sumber', 'gempa', 'dahsyat', 'khususnya', 'subduksi', 'megathrust', 'aktif', 'bawah', 'laut', 'karakter', 'tsunami', 'menjalar', 'hingga', 'ribuan', 'kilometer', 'terutama', 'terhalang', 'daratan', 'besar', 'tcowtskretqa']","['indonesia', 'rawan', 'terjangan', 'tsunami', 'letak', 'strategis', 'berhadapan', 'samudra', 'luas', 'sumber', 'gempa', 'dahsyat', 'subduksi', 'megathrust', 'aktif', 'laut', 'karakter', 'tsunami', 'menjalar', 'ribuan', 'kilometer', 'terhalang', 'daratan', 'tcowtskretqa']",rawan terjang letak strategis hadap samudra luas sumber dahsyat subduksi aktif laut karakter jalar ribu kilometer halang darat tcowtskretqa,1,positive
Sejarah Mencatat 396 Tahun Lalu Gempa Megathrust 8 4 Magnitudo dan Tsunami Dahsyat Guncang Banda https://t.co/7TucgxaKEX,sejarah mencatat tahun lalu gempa megathrust magnitudo tsunami dahsyat guncang banda tcotucgxakex,sejarah mencatat tahun lalu gempa megathrust magnitudo tsunami dahsyat guncang banda tcotucgxakex,"['sejarah', 'mencatat', 'tahun', 'lalu', 'gempa', 'megathrust', 'magnitudo', 'tsunami', 'dahsyat', 'guncang', 'banda', 'tcotucgxakex']","['sejarah', 'mencatat', 'gempa', 'megathrust', 'magnitudo', 'tsunami', 'dahsyat', 'guncang', 'banda', 'tcotucgxakex']",sejarah catat magnitudo dahsyat guncang banda tcotucgxakex,3,positive
@zakiberkata gerakan non-blok dan bebas aktif tidak akan menyelamatkanmu dari megathrust ,zakiberkata gerakan nonblok bebas aktif tidak akan menyelamatkanmu dari megathrust,zakiberkata gerakan nonblok bebas aktif tidak akan menyelamatkanmu dari megathrust,"['zakiberkata', 'gerakan', 'nonblok', 'bebas', 'aktif', 'tidak', 'akan', 'menyelamatkanmu', 'dari', 'megathrust']","['zakiberkata', 'gerakan', 'nonblok', 'bebas', 'aktif', 'menyelamatkanmu', 'megathrust']",zakiberkata gera nonblok bebas aktif selamat,3,positive
