Review text,teks_bersih
gopay memang mantul 👍👍👍,gopay memang mantul
mempermudah hidup tapi kalo saldonya kosong sedih liatnya bisa gak bikin giveaway 1juta plis,mempermudah hidup tapi kalo saldonya kosong sedih liatnya bisa bikin giveaway 1juta plis
"kok , saldo gapay aku , sering berkurang sendiri yah ? mau komplain , tapi kemana yah ?",saldo gapay sering berkurang sendiri komplain tapi kemana
mudah aman terpercaya,mudah aman terpercaya
sangat cocok untuk saya dan keluarga,sangat cocok untuk saya keluarga
"saldo saya dari tgl 7 desember belom masuk sampai sekarang, didana sudah jelas transaksi berhasil tapi pihak gopay menyatakan gagal , uang pun tidak kembali ke dana, jadi uangnya dimana? tolong dikembalikan uang saya 550 000 tolong ditindak lanjuti jangan hanya diam saja tidak mau tanggung jawab",saldo saya dari desember belom masuk sampai sekarang didana sudah jelas transaksi berhasil tapi pihak gopay menyatakan gagal uang tidak kembali dana jadi uangnya dimana tolong dikembalikan uang saya tolong ditindak lanjuti jangan hanya diam saja tidak tanggung jawab
bagus banget aku suka 🥰,bagus banget suka
sangat membantu dan mudah saat bertransaksi,sangat membantu mudah saat bertransaksi
mempermudah kan segala urusan.,mempermudah segala urusan
Pernah hilang depo saya sebanyak 100 ribu entah kemana larinya.,Pernah hilang depo saya sebanyak ribu entah kemana larinya
"APKNYA JELEK DIBANDING YG LAIN, RIBET, GA JELAS, coba kasih hapus riwayat, hapus akun pengguna lain bekas kirim, hapus yg lain2, jangan dipersulit DANA LEBIH MUDAH DAN AMAN,",APKNYA JELEK DIBANDING LAIN RIBET JELAS coba kasih hapus riwayat hapus akun pengguna lain bekas kirim hapus lain2 jangan dipersulit DANA LEBIH MUDAH AMAN
wal yattalap top,yattalap
banyak keuntungan layanan trimakasih,banyak keuntungan layanan trimakasih
nyaman pake gopay,nyaman pake gopay
lumayan enak gunakan ya,lumayan enak gunakan
"meski baru pertama pakai tapi,yakin mudah cara makanya",meski baru pertama pakai tapiyakin mudah cara makanya
ok bangt,bangt
"tidak aman banget ini aplikasi, saldo saya berapa kali ketarik pembayaran langganan tanpa konfirmasi",tidak aman banget aplikasi saldo saya berapa kali ketarik pembayaran langganan tanpa konfirmasi
"pliss kenapa beli kuota di apk gopay 100gb yang masuk hanya 25gb, padahal di apk tertulis 100gb. setelah melapor malah bikin tambah malas anjir, masa ku beli dsni dsuruh arus ke provider, kan harusnya kalian yang bilang ke providernya kalian yang ada kerja sama",pliss kenapa beli kuota gopay 100gb yang masuk hanya 25gb padahal tertulis 100gb setelah melapor malah bikin tambah malas anjir masa beli dsni dsuruh arus provider harusnya kalian yang bilang providernya kalian yang kerja sama
semoga lebih baik ke depannya amin...,semoga lebih baik depannya amin
Terbaikk,Terbaikk
akun saya tiba tiba terkena aktivitas GK wajar,akun saya tiba tiba terkena aktivitas wajar
saya tf memproses harus nunggu 2 hari tapi saldo saya berkurang,saya memproses harus nunggu hari tapi saldo saya berkurang
g ada paylater,paylater
B AJA KALI,KALI
kenapa gopay saya. ga. bisa keluar untuk mengetik sandi tiap mau melakukan transaksi,kenapa gopay saya bisa keluar untuk mengetik sandi tiap melakukan transaksi
bismilah belum pernah sih make tapi buat awal ini bagus termasuk mantappp,bismilah belum pernah make tapi buat awal bagus termasuk mantappp
naisek,naisek
urusan jadi simpel alias praktis,urusan jadi simpel alias praktis
kalau bisa limit di perbesar kak,kalau bisa limit perbesar
akun saya di belok kiri ama gopay ny mna ada duit ny lagi kurang bagus pake gopay,akun saya belok kiri gopay duit lagi kurang bagus pake gopay
gopay leter pembayaran tempo 1 bulan harus nya jangan dikenakan bunga agar tidak riba.,gopay leter pembayaran tempo bulan harus jangan dikenakan bunga agar tidak riba
saya kasih bintang 1 aja dulu karena saya mo top dari rekening saya Bank Mantap (Mandiri Taspen) ga bisa.. hon perhatian n tindak lanjut-nya.,saya kasih bintang dulu karena saya dari rekening saya Bank Mantap Mandiri Taspen bisa perhatian tindak lanjutnya
mantap cepat kilat,mantap cepat kilat
mkkaseh 🙏,mkkaseh
sudah dibenerin bagus,sudah dibenerin bagus
bgus bget murah murah lagi aku suka,bgus bget murah murah lagi suka
BERGUNAAA BGTTTT,BERGUNAAA BGTTTT
semakin mudah,semakin mudah
👍😎bagus,bagus
baguss sekali,baguss sekali
"ini kenapa ya saya ga bisa transaksi tiap kali transaksi ada bacaan ""ga bisa lanjutin transaksi ini, kami mendeteksi ga wajar, jadi lagi di clicek dulu. Silahkan coba lagi nanti"" kenapa gitu ya tolong di percepatan perbaikan, saya ingin top ap robux",kenapa saya bisa transaksi tiap kali transaksi bacaan bisa lanjutin transaksi kami mendeteksi wajar jadi lagi clicek dulu Silahkan coba lagi nanti kenapa gitu tolong percepatan perbaikan saya ingin robux
kerja keras,kerja keras
mantap bagus,mantap bagus
ok cepat respon,cepat respon
"bagus, cepat dan gratis",bagus cepat gratis
terus ditingkatkan,terus ditingkatkan
"saya melakukan topup 2 kali transaksi berhasil ,tapi di aplikasi gopay saldo tidak ada ,,,,tolong dong bantu saya",saya melakukan topup kali transaksi berhasil tapi aplikasi gopay saldo tidak tolong dong bantu saya
"mohon d permudah saat login... karena saya pake permuk ibu ... tp ibu gak mau permuk , mohon d bantu login nya pake wajah saya aja...",mohon permudah saat login karena saya pake permuk permuk mohon bantu login pake wajah saya
💯👍🏻,
sangat baik tidak ribet,sangat baik tidak ribet
Good gopay nice info thanks you 🙏🏽,Good gopay nice info thanks
bgus sangat murah,bgus sangat murah
banyak manfaatnya ....terimakasih GoPay,banyak manfaatnya terimakasih GoPay
knp bembyarn qris nya tdak bisa trus,bembyarn qris tdak bisa trus
"mudah,murah dan cepat saat apl di gunakan",mudahmurah cepat saat gunakan
ga bisa top up sementara ga tau kenapa sama akun yang no lama lupa pin di situ ada uang 32k jadi nya ga bisa di ambil,bisa sementara kenapa sama akun yang lama lupa situ uang jadi bisa ambil
Transaksi jadi mudah,Transaksi jadi mudah
cepat sekali dan mudah,cepat sekali mudah
"gopay sangat membantu dalam dunia digital, tidak perlu ke bank atau atm, tidak perlu repot ketika bertransaksi tinggal pencet semua urusan beres.. apalagi bebas biaya adm, langsung terhubung dengan aplikasi pendukung, tokopedia, gojek atau bank jago..",gopay sangat membantu dalam dunia digital tidak perlu bank atau tidak perlu repot ketika bertransaksi tinggal pencet semua urusan beres apalagi bebas biaya langsung terhubung dengan aplikasi pendukung tokopedia gojek atau bank jago
Oke juga,juga
"ini kenapa dah tiap mau tf ada kendala mulu kayak gini ""Gak bisa lanjutin transaksi ini Kami mendeteksi aktivitas gak wajar, jadi lagi dicek dulu. Silakan coba lagi nanti, ya.""",kenapa tiap kendala mulu kayak gini bisa lanjutin transaksi Kami mendeteksi aktivitas wajar jadi lagi dicek dulu Silakan coba lagi nanti
kok tidak bisa melakukan pembayaran qris,tidak bisa melakukan pembayaran qris
"saldo saya tidak masuk,udah mau 2hari gangguan teknis katanya..pas saya uninstall ulang malah GK masuk""!!",saldo saya tidak masukudah 2hari gangguan teknis katanyapas saya uninstall ulang malah masuk
👍👍🔥,
kenapa saya tidak bisa melakukan transaksi tapi Gagal,kenapa saya tidak bisa melakukan transaksi tapi Gagal
bagus sangat bagus,bagus sangat bagus
aplikasi jelek pakai gopay dari tahun 2021 sampai sekarang fitur aplikasi pinjam gak pernah di ACC sangat mengecewakan,aplikasi jelek pakai gopay dari tahun 2021 sampai sekarang fitur aplikasi pinjam pernah sangat mengecewakan
sangat bagus aplikasih ini mudah cara nya untuk membeli mau pun tranfer,sangat bagus aplikasih mudah cara untuk membeli tranfer
mudah di mengerti apk gopay,mudah mengerti gopay
aplikasi bagus no ribet,aplikasi bagus ribet
oke👍,
aplikasinya seperti SILUMAN suka menyedot saldo secara otomatis,aplikasinya seperti SILUMAN suka menyedot saldo secara otomatis
trimksh gopay,trimksh gopay
banyak hadiah gratis,banyak hadiah gratis
gopay makin lama makin ruwet. sering kali gangguan???,gopay makin lama makin ruwet sering kali gangguan
tda bisa menerima dari akun lain,bisa menerima dari akun lain
mantap pakai gopay,mantap pakai gopay
best app,best
ga bisa login ke aku yg dulu kerna kartu nya udah tidak ada,bisa login dulu kerna kartu udah tidak
semakin hari semakin gak jelass ni aplikasi tololl bet,semakin hari semakin jelass aplikasi tololl
"sangat bagus,membuat akunnya cepat banget",sangat bagusmembuat akunnya cepat banget
suka dengan bonusnya,suka dengan bonusnya
"bagus saat ini,tidak ada kendalanya",bagus saat initidak kendalanya
mudah praktis bebas biaya,mudah praktis bebas biaya
nyesel pke gopay GX ad toleransi banyak teror nya pinjm 500 telat byr teror 24jm uninstall lah GX mau pke lgi,nyesel gopay toleransi banyak teror pinjm telat teror 24jm uninstall
bgus sekali,bgus sekali
masih tetep lambat bikin ga mood aja 😌,masih tetep lambat bikin mood
bagus banget okkkk,bagus banget okkkk
go-pay kamu membuat aku senang terima kasih go-pay,gopay kamu membuat senang terima kasih gopay
coba dulu siapa tau bermanfaat😁,coba dulu siapa bermanfaat
sangat bagus aplikasi nya,sangat bagus aplikasi
aku beli paket data 15gb gak bisa buat apa apa gopay pembohong,beli paket data 15gb bisa buat gopay pembohong
saldo tiba tiba hangus gitu aja,saldo tiba tiba hangus gitu
untung ad go pay urusan bayar jd mudah,untung urusan bayar mudah
sangat bagus dan mantap,sangat bagus mantap
puasss bangettttt,puasss bangettttt
suka skalih,suka skalih
"0,08% , kalo kali sejuta 800ribu, ini ngerampok apa minjamin",kalo kali sejuta 800ribu ngerampok minjamin
aplikasi bank e wallet seperti Gopay ini sangat membantu saya.. terima kasih gopay..,aplikasi bank wallet seperti Gopay sangat membantu saya terima kasih gopay
mudah aman cepat,mudah aman cepat
good looking,good looking
"Perlindungan konsumen sangat buruk. Untuk kasus penipuan hanya direspon oleh gopay dengan membekukan akun penipu, tidak ada follow up lebih lanjut.",Perlindungan konsumen sangat buruk Untuk kasus penipuan hanya direspon oleh gopay dengan membekukan akun penipu tidak follow lebih lanjut
keren.,keren
tidak bisa transfer tolong segera perbaiki,tidak bisa transfer tolong segera perbaiki
senang punya gopay,senang punya gopay
"pelayanan dari customer service nya yang sangat mengecewakan, untuk pengaduan keluhan yang bertele tele , tidak bisa mengatasi masalah dan selalu mengabaikan kepuasan pelanggan.",pelayanan dari customer service yang sangat mengecewakan untuk pengaduan keluhan yang bertele tele tidak bisa mengatasi masalah selalu mengabaikan kepuasan pelanggan
aplikasi gopay tidak bisa membantu semua syarat sudah saya ikut masih aja gagal puluhan kali kena tolak verifikasi fto ktp sama selfi. buat minjam tapi gagal terus. kalian tidak bisa membantu jangan kasi harapan palsu nama baik saya jadi kotor tidak ada manfaatnya gopay tolong yang belum pakai gopay saya kasi tau mending jangan coba coba saya berani bersumpah atas nama keluarga saya aplikasi GOPAY pencuri identitas kita aja,aplikasi gopay tidak bisa membantu semua syarat sudah saya ikut masih gagal puluhan kali kena tolak verifikasi sama selfi buat minjam tapi gagal terus kalian tidak bisa membantu jangan kasi harapan palsu nama baik saya jadi kotor tidak manfaatnya gopay tolong yang belum pakai gopay saya kasi mending jangan coba coba saya berani bersumpah atas nama keluarga saya aplikasi GOPAY pencuri identitas kita
Gopay Keren....MantuL___Dah Gitu aja...,Gopay KerenMantuL___Dah Gitu
"SAYA DRIVER , SAYA MITRA JUARA , MENGAJUKAN PINJAMAN GABISA LUCU",SAYA DRIVER SAYA MITRA JUARA MENGAJUKAN PINJAMAN GABISA LUCU
aplikasi buruk,aplikasi buruk
aplikasinya bagus banget dan tidak ribet. transfer uang lebih mudah pokonya like.,aplikasinya bagus banget tidak ribet transfer uang lebih mudah pokonya like
"bagus,puas bgt",baguspuas
mantap gopay sukses selaluuu,mantap gopay sukses selaluuu
sdh yang terbaik dah,yang terbaik
manyap,manyap
dengan gopay semua jadi mudah,dengan gopay semua jadi mudah
nggak bisa depo sit 2 kali,nggak bisa depo kali
mempermudah pembayaran mantab 👍,mempermudah pembayaran mantab
saya tidak mau menggunakan kode otp,saya tidak menggunakan kode
es di free,free
💪,
rekomendasi banget buat yang mau pake buat byar non tunai ng ribek sama sekali,rekomendasi banget buat yang pake buat byar tunai ribek sama sekali
"bintang nya saya kurangin deh soal nya saya gopay pinjam nya ga bisa,pdahal saya pernah pinjam sampe tuntas tapi sekrang malah ga d acc..pdahal saya mitra juara",bintang saya kurangin soal saya gopay pinjam bisapdahal saya pernah pinjam sampe tuntas tapi sekrang malah accpdahal saya mitra juara
"04 desember, saldo gopay saya tiba-tiba kesedot dari wink sejumlah 475.000 rupiah tanpa pemberitahuan apapun terlebih dahulu. Padahal saya tidak pernah membeli atau berlangganan dengan layanan tersebut. Uang itu sangat saya butuhkan untuk biaya kebutuhan hidup sehari- hari Saya harap saldo gopay saya segera dikembalikan oleh pihak wink",desember saldo gopay saya tibatiba kesedot dari wink sejumlah 475000 rupiah tanpa pemberitahuan apapun terlebih dahulu Padahal saya tidak pernah membeli atau berlangganan dengan layanan tersebut Uang sangat saya butuhkan untuk biaya kebutuhan hidup sehari hari Saya harap saldo gopay saya segera dikembalikan oleh pihak wink
aku puas dengan,puas dengan
apk gopay makin mantap lancar mudah di aksesss,gopay makin mantap lancar mudah aksesss
aplikasi ini aman untuk transaksi,aplikasi aman untuk transaksi
sangat bermanfaat aplksi gopay,sangat bermanfaat aplksi gopay
"kamu lah satu satunya yang terbaik,, mantap",kamu satu satunya yang terbaik mantap
muga lancar,muga lancar
bagus banget pake gopay 🤩,bagus banget pake gopay
ok.mantap...,okmantap
"bug transaksi banyak banget tiba tiba gak bisa bayar, dana nyangkut pas complain di diamin, apk murahan",transaksi banyak banget tiba tiba bisa bayar dana nyangkut complain diamin murahan
saya top up ff gak masuk² dari jam 20.00 sampai jam 21.00,saya masuk² dari 2000 sampai 2100
pelayanan nya bagus,pelayanan bagus
bagus aplikasinya lengkap dan pembelian paketnya pun terjangkau,bagus aplikasinya lengkap pembelian paketnya terjangkau
"jelek banget gopay skrg semenjak di update malah keluar aplikasi sendiri, Lg main game nya tiba2 keluar.g sekali dua kali sering bangeeet",jelek banget gopay skrg semenjak update malah keluar aplikasi sendiri main game tiba2 keluarg sekali kali sering bangeeet
Gopay keren,Gopay keren
sangat membantu saya.... terima kasih gopay....,sangat membantu saya terima kasih gopay
sangat bagus saya menang bayak koin,sangat bagus saya menang bayak koin
ini sangat cocok bagi Anda yang ingin menarik uang tunai,sangat cocok bagi Anda yang ingin menarik uang tunai
bagusss tapii gak tau selanjutnya,bagusss tapii selanjutnya
"Aplikasi transaksi yang memudahkan masyarakat untuk membayar keperluan rumah tangga maupun pribadi,selain itu mau transfer mudah",Aplikasi transaksi yang memudahkan masyarakat untuk membayar keperluan rumah tangga maupun pribadiselain transfer mudah
ok bos,
saldo berkurang terus tampa detail gak jelas saldo dari 55 ribu sampai sisa 22 ribu premium sulit di cek terus dari kemarin,saldo berkurang terus tampa detail jelas saldo dari ribu sampai sisa ribu premium sulit terus dari kemarin
"Cepat , simpel",Cepat simpel
saya tidak bisa top up gem dogeon Hunter 6,saya tidak bisa dogeon Hunter
berguna banget Gopay bisa transfer ke semua gratis,berguna banget Gopay bisa transfer semua gratis
aplikasi nya sangat membantu saya dalam mengirimkan uang,aplikasi sangat membantu saya dalam mengirimkan uang
pengalaman saya memakai gopay sejauh ini masih aman dan efisien,pengalaman saya memakai gopay sejauh masih aman efisien
banyak potongan biaya admin,banyak potongan biaya admin
tiba tiba saldo hilang kemudian buat laporan dan riwayat transaksi nya tiba tiba hilang,tiba tiba saldo hilang kemudian buat laporan riwayat transaksi tiba tiba hilang
good jobb👍👍,good jobb
mantab pokoknya,mantab pokoknya
sangat bagus aplikasi nya menurut saya,sangat bagus aplikasi menurut saya
