Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
coba dlu kalau bagus tak kasih lagi bintang yah.. 😊,coba kalau bagus kasih lagi bintang,coba kalau bagus kasih lagi bintang,"['coba', 'kalau', 'bagus', 'kasih', 'lagi', 'bintang']","['coba', 'bagus', 'kasih', 'bintang']",coba bagus kasih bintang
Gopay bukanya lama. Error mau bayar malah malu maluin. Mana antrean panjang lagih. Jadi pake gojek deh akhirnya. 🗿,gopay bukanya lama error bayar malah malu maluin mana antrean panjang lagih jadi pake gojek akhirnya,gopay bukanya lama error bayar malah malu maluin mana antrean panjang lagih jadi pakai gojek akhirnya,"['gopay', 'bukanya', 'lama', 'error', 'bayar', 'malah', 'malu', 'maluin', 'mana', 'antrean', 'panjang', 'lagih', 'jadi', 'pakai', 'gojek', 'akhirnya']","['gopay', 'bukanya', 'error', 'bayar', 'malu', 'maluin', 'antrean', 'lagih', 'pakai', 'gojek']",gopay buka error bayar malu maluin antre lagih pakai gojek
"gopay pet nya lagi eror ya bos? udah login buat kasih makan harian, eh..besok nya ngulang lagi awal..udah seminggu gini terus, diperbaiki dong bos..selama ini ngumpulin koin dari gopay udah cukup ngebantu kita sih,..jadi maaf sementara saya kasih ⭐3 dulu...",gopay lagi eror udah login buat kasih makan harian ehbesok ngulang lagi awaludah seminggu gini terus diperbaiki dong bosselama ngumpulin koin dari gopay udah cukup ngebantu kita sihjadi maaf sementara saya kasih dulu,gopay lagi eror sudah login buat kasih makan harian ehbesok ngulang lagi awaludah seminggu begini terus diperbaiki dong bosselama ngumpulin koin dari gopay sudah cukup membantu kita sihjadi maaf sementara saya kasih dulu,"['gopay', 'lagi', 'eror', 'sudah', 'login', 'buat', 'kasih', 'makan', 'harian', 'ehbesok', 'ngulang', 'lagi', 'awaludah', 'seminggu', 'begini', 'terus', 'diperbaiki', 'dong', 'bosselama', 'ngumpulin', 'koin', 'dari', 'gopay', 'sudah', 'cukup', 'membantu', 'kita', 'sihjadi', 'maaf', 'sementara', 'saya', 'kasih', 'dulu']","['gopay', 'eror', 'login', 'kasih', 'makan', 'harian', 'ehbesok', 'ngulang', 'awaludah', 'seminggu', 'diperbaiki', 'bosselama', 'ngumpulin', 'koin', 'gopay', 'membantu', 'sihjadi', 'maaf', 'kasih']",gopay eror login kasih makan hari ehbesok ngulang awaludah minggu baik bosselama ngumpulin koin gopay bantu sihjadi maaf kasih
dari malam AQ kirim saldo tadi Shope pay ke gopay gak masuk masuk saldonya padahal laporannya dah terkirim,dari malam kirim saldo tadi shope gopay masuk masuk saldonya padahal laporannya terkirim,dari malam kirim saldo tadi shope gopay masuk masuk saldonya padahal laporannya terkirim,"['dari', 'malam', 'kirim', 'saldo', 'tadi', 'shope', 'gopay', 'masuk', 'masuk', 'saldonya', 'padahal', 'laporannya', 'terkirim']","['malam', 'kirim', 'saldo', 'shope', 'gopay', 'masuk', 'masuk', 'saldonya', 'laporannya', 'terkirim']",malam kirim saldo shope gopay masuk masuk saldo lapor kirim
Lancar aman,lancar aman,lancar aman,"['lancar', 'aman']","['lancar', 'aman']",lancar aman
saya suka gopay untuk tarik tunai di atm bca,saya suka gopay untuk tarik tunai,saya suka gopay untuk tarik tunai,"['saya', 'suka', 'gopay', 'untuk', 'tarik', 'tunai']","['suka', 'gopay', 'tarik', 'tunai']",suka gopay tarik tunai
semoga bermanfaat dan dapat akun keuangan terpercaya di aplikasi yang sudah terdaftarnya,semoga bermanfaat dapat akun keuangan terpercaya aplikasi yang sudah terdaftarnya,semoga bermanfaat dapat akun keuangan terpercaya aplikasi yang sudah terdaftarnya,"['semoga', 'bermanfaat', 'dapat', 'akun', 'keuangan', 'terpercaya', 'aplikasi', 'yang', 'sudah', 'terdaftarnya']","['semoga', 'bermanfaat', 'akun', 'keuangan', 'terpercaya', 'aplikasi', 'terdaftarnya']",moga manfaat akun uang percaya aplikasi daftar
"Kurang memuaskan masa terlambat sehari aja 50rb dendanya, gak masuk akal pinjam 20rb denda 50rb,",kurang memuaskan masa terlambat sehari rb dendanya masuk akal pinjam rb denda rb,kurang memuaskan masa terlambat sehari ribu dendanya masuk akal pinjam ribu denda ribu,"['kurang', 'memuaskan', 'masa', 'terlambat', 'sehari', 'ribu', 'dendanya', 'masuk', 'akal', 'pinjam', 'ribu', 'denda', 'ribu']","['memuaskan', 'terlambat', 'sehari', 'ribu', 'dendanya', 'masuk', 'akal', 'pinjam', 'ribu', 'denda', 'ribu']",muas lambat hari ribu denda masuk akal pinjam ribu denda ribu
apk bagus😎👍👍👍👍,bagus,bagus,['bagus'],['bagus'],bagus
agas sedikit kurang si soal kita meminjam uang it gagal melulu padahal udh jelas data kita it data pribadi,agas sedikit kurang soal kita meminjam uang gagal melulu padahal jelas data kita data pribadi,agas sedikit kurang soal kita meminjam uang gagal melulu padahal jelas data kita data pribadi,"['agas', 'sedikit', 'kurang', 'soal', 'kita', 'meminjam', 'uang', 'gagal', 'melulu', 'padahal', 'jelas', 'data', 'kita', 'data', 'pribadi']","['agas', 'meminjam', 'uang', 'gagal', 'melulu', 'data', 'data', 'pribadi']",agas pinjam uang gagal melulu data data pribadi
kacau,kacau,kacau,['kacau'],['kacau'],kacau
top. maju terus,maju terus,maju terus,"['maju', 'terus']",['maju'],maju
sangat mudah untuk digunakan sebagai alat untuk transaksi/transfer ke rekening lain... sangat membantu,sangat mudah untuk digunakan sebagai alat untuk transaksitransfer rekening lain sangat membantu,sangat mudah untuk digunakan sebagai alat untuk transaksitransfer rekening lain sangat membantu,"['sangat', 'mudah', 'untuk', 'digunakan', 'sebagai', 'alat', 'untuk', 'transaksitransfer', 'rekening', 'lain', 'sangat', 'membantu']","['mudah', 'alat', 'transaksitransfer', 'rekening', 'membantu']",mudah alat transaksitransfer rekening bantu
Bagus aplikasi,bagus aplikasi,bagus aplikasi,"['bagus', 'aplikasi']","['bagus', 'aplikasi']",bagus aplikasi
"Info, pelayanannya baik & cepat.Smg makin maju & berkembang.Slm bahagia & sehat sll ya.",info pelayanannya baik cepatsmg makin maju berkembangslm bahagia sehat,info pelayanannya baik cepatsmg makin maju berkembangslm bahagia sehat,"['info', 'pelayanannya', 'baik', 'cepatsmg', 'makin', 'maju', 'berkembangslm', 'bahagia', 'sehat']","['info', 'pelayanannya', 'cepatsmg', 'maju', 'berkembangslm', 'bahagia', 'sehat']",info layan cepatsmg maju berkembangslm bahagia sehat
admin ko gopay sya buat transaksi ga bisa layar item trus min,admin gopay buat transaksi bisa layar item trus,admin gopay buat transaksi bisa layar item terus,"['admin', 'gopay', 'buat', 'transaksi', 'bisa', 'layar', 'item', 'terus']","['admin', 'gopay', 'transaksi', 'layar', 'item']",admin gopay transaksi layar item
sangat cocok untuk memenuhi kebutuhan,sangat cocok untuk memenuhi kebutuhan,sangat cocok untuk memenuhi kebutuhan,"['sangat', 'cocok', 'untuk', 'memenuhi', 'kebutuhan']","['cocok', 'memenuhi', 'kebutuhan']",cocok penuh butuh
mantap 👍..cuma bunga pinjamannya besar sekali.. kurangi atuh hitung bantu minjam berarti lagi butuh.. semoga bisa di kurangi dan tingkatkan pelayanan nya terimakasih 🙏,mantap cuma bunga pinjamannya besar sekali kurangi atuh hitung bantu minjam berarti lagi butuh semoga bisa kurangi tingkatkan pelayanan terimakasih,mantap cuma bunga pinjamannya besar sekali kurangi atuh hitung bantu minjam berarti lagi butuh semoga bisa kurangi tingkatkan pelayanan terimakasih,"['mantap', 'cuma', 'bunga', 'pinjamannya', 'besar', 'sekali', 'kurangi', 'atuh', 'hitung', 'bantu', 'minjam', 'berarti', 'lagi', 'butuh', 'semoga', 'bisa', 'kurangi', 'tingkatkan', 'pelayanan', 'terimakasih']","['mantap', 'bunga', 'pinjamannya', 'kurangi', 'atuh', 'hitung', 'bantu', 'minjam', 'butuh', 'semoga', 'kurangi', 'tingkatkan', 'pelayanan', 'terimakasih']",mantap bunga pinjam kurang atuh hitung bantu minjam butuh moga kurang tingkat layan terimakasih
ribet . .,ribet,ribet,['ribet'],['ribet'],ribet
"akun di review sudah 1 tahun, limit gopaylater tidak bisa dipakai. Pembayaran lancar dan lunas",akun review sudah tahun limit gopaylater tidak bisa dipakai pembayaran lancar lunas,akun review sudah tahun limit gopaylater tidak bisa dipakai pembayaran lancar lunas,"['akun', 'review', 'sudah', 'tahun', 'limit', 'gopaylater', 'tidak', 'bisa', 'dipakai', 'pembayaran', 'lancar', 'lunas']","['akun', 'review', 'limit', 'gopaylater', 'dipakai', 'pembayaran', 'lancar', 'lunas']",akun review limit gopaylater pakai bayar lancar lunas
baguss ga lemott,baguss lemott,bagus lemott,"['bagus', 'lemott']","['bagus', 'lemott']",bagus lemott
Istiqomah dalam amanah,istiqomah dalam amanah,istikamah dalam amanah,"['istikamah', 'dalam', 'amanah']","['istikamah', 'amanah']",istikamah amanah
bagus dan tidak pernah mengecewakan,bagus tidak pernah mengecewakan,bagus tidak pernah mengecewakan,"['bagus', 'tidak', 'pernah', 'mengecewakan']","['bagus', 'mengecewakan']",bagus kecewa
iklan notifikasi gabisa di matiin,iklan notifikasi gabisa matiin,iklan notifikasi tidak bisa matiin,"['iklan', 'notifikasi', 'tidak', 'bisa', 'matiin']","['iklan', 'notifikasi', 'matiin']",iklan notifikasi matiin
aplikasi yg memuaskan pelanggan,aplikasi memuaskan pelanggan,aplikasi memuaskan pelanggan,"['aplikasi', 'memuaskan', 'pelanggan']","['aplikasi', 'memuaskan', 'pelanggan']",aplikasi muas langgan
kenapa gopay saya sering keluar sendiri,kenapa gopay saya sering keluar sendiri,kenapa gopay saya sering keluar sendiri,"['kenapa', 'gopay', 'saya', 'sering', 'keluar', 'sendiri']",['gopay'],gopay
maju terus gopay mantap 👍,maju terus gopay mantap,maju terus gopay mantap,"['maju', 'terus', 'gopay', 'mantap']","['maju', 'gopay', 'mantap']",maju gopay mantap
satu aplikasi hingga sampai trilyunan manfaatnya,satu aplikasi hingga sampai trilyunan manfaatnya,satu aplikasi hingga sampai trilyunan manfaatnya,"['satu', 'aplikasi', 'hingga', 'sampai', 'trilyunan', 'manfaatnya']","['aplikasi', 'trilyunan', 'manfaatnya']",aplikasi trilyunan manfaat
"gopay oke banget👍👍,,",gopay banget,gopay banget,"['gopay', 'banget']","['gopay', 'banget']",gopay banget
memang semakin baik dalam semua transaksi,memang semakin baik dalam semua transaksi,memang semakin baik dalam semua transaksi,"['memang', 'semakin', 'baik', 'dalam', 'semua', 'transaksi']",['transaksi'],transaksi
trimakasih... sangat mudah untuk transaksi nya,trimakasih sangat mudah untuk transaksi,trimakasih sangat mudah untuk transaksi,"['trimakasih', 'sangat', 'mudah', 'untuk', 'transaksi']","['trimakasih', 'mudah', 'transaksi']",trimakasih mudah transaksi
WOW NIH APP BAGUS KALI,bagus kali,bagus kali,"['bagus', 'kali']","['bagus', 'kali']",bagus kali
baik dan mudah,baik mudah,baik mudah,"['baik', 'mudah']",['mudah'],mudah
pelayann gopay sangat baik dn lancar,pelayann gopay sangat baik lancar,pelayann gopay sangat baik lancar,"['pelayann', 'gopay', 'sangat', 'baik', 'lancar']","['pelayann', 'gopay', 'lancar']",pelayann gopay lancar
"saya sudah melakukan transaksi yang sudah berhasil tapi saldonya tidak masuk sampai sekarang, saya sudah menunggu 1×24 jam dari transaksi yang saya lakukan",saya sudah melakukan transaksi yang sudah berhasil tapi saldonya tidak masuk sampai sekarang saya sudah menunggu dari transaksi yang saya lakukan,saya sudah melakukan transaksi yang sudah berhasil tapi saldonya tidak masuk sampai sekarang saya sudah menunggu dari transaksi yang saya lakukan,"['saya', 'sudah', 'melakukan', 'transaksi', 'yang', 'sudah', 'berhasil', 'tapi', 'saldonya', 'tidak', 'masuk', 'sampai', 'sekarang', 'saya', 'sudah', 'menunggu', 'dari', 'transaksi', 'yang', 'saya', 'lakukan']","['transaksi', 'berhasil', 'saldonya', 'masuk', 'menunggu', 'transaksi', 'lakukan']",transaksi hasil saldo masuk tunggu transaksi laku
oky makasih,makasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']",terima kasih
"apasih gopay ini gak jelas setiap mau beli pulsa gagal terus katanya sinyal lemah pdhl sinyal bagus dan buka apk yg lain Aman"" aja kok sering betul lah kaya gitu bikin malas aja lama""",apasih gopay jelas setiap beli pulsa gagal terus katanya sinyal lemah pdhl sinyal bagus buka lain aman sering betul kaya gitu bikin malas lama,apasih gopay jelas setiap beli pulsa gagal terus katanya sinyal lemah padahal sinyal bagus buka lain aman sering betul kayak begitu bikin malas lama,"['apasih', 'gopay', 'jelas', 'setiap', 'beli', 'pulsa', 'gagal', 'terus', 'katanya', 'sinyal', 'lemah', 'padahal', 'sinyal', 'bagus', 'buka', 'lain', 'aman', 'sering', 'betul', 'kayak', 'begitu', 'bikin', 'malas', 'lama']","['apasih', 'gopay', 'beli', 'pulsa', 'gagal', 'sinyal', 'lemah', 'sinyal', 'bagus', 'buka', 'aman', 'kayak', 'bikin', 'malas']",apasih gopay beli pulsa gagal sinyal lemah sinyal bagus buka aman kayak bikin malas
aplikasi jelek. kebanyakan fitur tapi saat dibuka loadingnya lama,aplikasi jelek kebanyakan fitur tapi saat dibuka loadingnya lama,aplikasi jelek kebanyakan fitur tapi saat dibuka loadingnya lama,"['aplikasi', 'jelek', 'kebanyakan', 'fitur', 'tapi', 'saat', 'dibuka', 'loadingnya', 'lama']","['aplikasi', 'jelek', 'kebanyakan', 'fitur', 'dibuka', 'loadingnya']",aplikasi jelek banyak fitur buka loadingnya
kenapa gabisa tf ke gopay lain? ini bug atau gimana udah lama loh ini,kenapa gabisa gopay lain atau gimana udah lama,kenapa tidak bisa gopay lain atau bagaimana sudah lama,"['kenapa', 'tidak', 'bisa', 'gopay', 'lain', 'atau', 'bagaimana', 'sudah', 'lama']",['gopay'],gopay
sipp...,sipp,sip,['sip'],['sip'],sip
tks gopay,gopay,gopay,['gopay'],['gopay'],gopay
tolong lebih banyak hadiah dan bonus,tolong lebih banyak hadiah bonus,tolong lebih banyak hadiah bonus,"['tolong', 'lebih', 'banyak', 'hadiah', 'bonus']","['tolong', 'hadiah', 'bonus']",tolong hadiah bonus
kenapa gopay saya tidak bisa bayar pulsa .gagal terus,kenapa gopay saya tidak bisa bayar pulsa gagal terus,kenapa gopay saya tidak bisa bayar pulsa gagal terus,"['kenapa', 'gopay', 'saya', 'tidak', 'bisa', 'bayar', 'pulsa', 'gagal', 'terus']","['gopay', 'bayar', 'pulsa', 'gagal']",gopay bayar pulsa gagal
sangat bagus untuk pemula,sangat bagus untuk pemula,sangat bagus untuk pemula,"['sangat', 'bagus', 'untuk', 'pemula']","['bagus', 'pemula']",bagus mula
baru pakai tapi cocok buat cadangan uang ku,baru pakai tapi cocok buat cadangan uang,baru pakai tapi cocok buat cadangan uang,"['baru', 'pakai', 'tapi', 'cocok', 'buat', 'cadangan', 'uang']","['pakai', 'cocok', 'cadangan', 'uang']",pakai cocok cadang uang
"aplikasinya bagus fiturnya juga bagus, dan satu Saya nggak puas tagihan Pulsanya ngk lengkap, pliss 🙏 klo boleh di lengkapi lah tagihan Pulsanya",aplikasinya bagus fiturnya juga bagus satu saya nggak puas tagihan pulsanya lengkap pliss boleh lengkapi tagihan pulsanya,aplikasinya bagus fiturnya juga bagus satu saya tidak puas tagihan pulsanya lengkap pliss boleh lengkapi tagihan pulsanya,"['aplikasinya', 'bagus', 'fiturnya', 'juga', 'bagus', 'satu', 'saya', 'tidak', 'puas', 'tagihan', 'pulsanya', 'lengkap', 'pliss', 'boleh', 'lengkapi', 'tagihan', 'pulsanya']","['aplikasinya', 'bagus', 'fiturnya', 'bagus', 'puas', 'tagihan', 'pulsanya', 'lengkap', 'pliss', 'lengkapi', 'tagihan', 'pulsanya']",aplikasi bagus fiturnya bagus puas tagih pulsa lengkap pliss lengkap tagih pulsa
mantaap semoga bermanfaat 🤲,mantaap semoga bermanfaat,mantap semoga bermanfaat,"['mantap', 'semoga', 'bermanfaat']","['mantap', 'semoga', 'bermanfaat']",mantap moga manfaat
Super joss dah,super joss,super joss,"['super', 'joss']","['super', 'joss']",super joss
Knp saya sering transaksi di apk gopaty Saya Mau mengajukan gopay pinjem selalu dtolak Mohon bantuanya,saya sering transaksi gopaty saya mengajukan gopay pinjem selalu dtolak mohon bantuanya,saya sering transaksi gopaty saya mengajukan gopay pinjem selalu dtolak mohon bantuanya,"['saya', 'sering', 'transaksi', 'gopaty', 'saya', 'mengajukan', 'gopay', 'pinjem', 'selalu', 'dtolak', 'mohon', 'bantuanya']","['transaksi', 'gopaty', 'mengajukan', 'gopay', 'pinjem', 'dtolak', 'mohon', 'bantuanya']",transaksi gopaty aju gopay pinjem dtolak mohon bantuanya
best👍,best,best,['best'],['best'],best
trimakasih gobay krna transaksi lancar dan murah,trimakasih gobay krna transaksi lancar murah,trimakasih gobay karena transaksi lancar murah,"['trimakasih', 'gobay', 'karena', 'transaksi', 'lancar', 'murah']","['trimakasih', 'gobay', 'transaksi', 'lancar', 'murah']",trimakasih gobay transaksi lancar murah
"Luarbiasa,",luarbiasa,luarbiasa,['luarbiasa'],['luarbiasa'],luarbiasa
sayangnya pinjaman nya ga bisa,sayangnya pinjaman bisa,sayangnya pinjaman bisa,"['sayangnya', 'pinjaman', 'bisa']","['sayangnya', 'pinjaman']",sayang pinjam
aplikasi bagus sangat berguna sekali,aplikasi bagus sangat berguna sekali,aplikasi bagus sangat berguna sekali,"['aplikasi', 'bagus', 'sangat', 'berguna', 'sekali']","['aplikasi', 'bagus', 'berguna']",aplikasi bagus guna
"ni gmna sih gopay!! akun tiba tiba keluar login lagi pas verifikasi muka gagal terus . isi saldo saya lumayan banyak yah, tolong di tindak lanjuti dan di balas komntar saya ino!!!",gmna gopay akun tiba tiba keluar login lagi verifikasi muka gagal terus saldo saya lumayan banyak tolong tindak lanjuti balas komntar saya,bagaimana gopay akun tiba tiba keluar login lagi verifikasi muka gagal terus saldo saya lumayan banyak tolong tindak lanjuti balas komntar saya,"['bagaimana', 'gopay', 'akun', 'tiba', 'tiba', 'keluar', 'login', 'lagi', 'verifikasi', 'muka', 'gagal', 'terus', 'saldo', 'saya', 'lumayan', 'banyak', 'tolong', 'tindak', 'lanjuti', 'balas', 'komntar', 'saya']","['gopay', 'akun', 'login', 'verifikasi', 'muka', 'gagal', 'saldo', 'lumayan', 'tolong', 'tindak', 'lanjuti', 'balas', 'komntar']",gopay akun login verifikasi muka gagal saldo lumayan tolong tindak lanjut balas komntar
"aplikasi sih lumayan,cuma ada penipuannya kaya kita disuruh ngundang teman dapat 150rb tapi gaada yang masuk satupun,gw udh ngundang 2 teman hehe parah sih",aplikasi lumayancuma penipuannya kaya kita disuruh ngundang teman dapat rb tapi gaada yang masuk satupungw ngundang teman hehe parah,aplikasi lumayancuma penipuannya kayak kita disuruh ngundang teman dapat ribu tapi tidak ada yang masuk satupungw ngundang teman hehe parah,"['aplikasi', 'lumayancuma', 'penipuannya', 'kayak', 'kita', 'disuruh', 'ngundang', 'teman', 'dapat', 'ribu', 'tapi', 'tidak', 'ada', 'yang', 'masuk', 'satupungw', 'ngundang', 'teman', 'hehe', 'parah']","['aplikasi', 'lumayancuma', 'penipuannya', 'kayak', 'disuruh', 'ngundang', 'teman', 'ribu', 'masuk', 'satupungw', 'ngundang', 'teman', 'hehe', 'parah']",aplikasi lumayancuma tipu kayak suruh ngundang teman ribu masuk satupungw ngundang teman hehe parah
mudah c4 n lancar car car car,mudah lancar,mudah lancar,"['mudah', 'lancar']","['mudah', 'lancar']",mudah lancar
